lind	locus	pvalue	qvalue	outlier	PC
10316	L12809	0.451812804112674	0.971946491064567	0	0
10317	L12810	0.172391320082845	0.55231337286983	0	0
10318	L12811	0.862763255574824	0.999724242884966	0	0
10319	L12813	0.113260606020164	0.405684822401137	0	0
10320	L12814	0.469591670206338	0.985389341444887	0	0
10321	L12815	0.638805404526985	0.999724242884966	0	0
10322	L12816	0.0288502960535829	0.127298817731604	0	0
10323	L12817	NA	NA	0	0
10324	L12818	0.320343250846118	0.824768472727335	0	0
10325	L12819	0.374713270786284	0.895785621955351	0	0
10326	L12820	NA	NA	0	0
10327	L12821	0.0568888704812701	0.229803792510182	0	0
10328	L12822	0.302145728734684	0.796989818454062	0	0
10329	L12823	0.566908039240994	0.999724242884966	0	0
10330	L12824	0.599332240987531	0.999724242884966	0	0
10331	L12825	2.4077321115634e-10	2.01331824689729e-09	1	2
10332	L12826	0.880680795747154	0.999724242884966	0	0
10333	L12827	0.285741961714088	0.770939022407492	0	0
10334	L12829	0.0470512093309371	0.194765305390206	0	0
10335	L12830	0.214968931715583	0.644851127749672	0	0
10336	L12831	3.4105759692818e-54	1.44895276386896e-52	1	2
10337	L12833	9.61231928548445e-27	1.78444081094634e-25	1	2
10338	L12834	7.35314536283236e-09	5.82220340964115e-08	1	2
10339	L12835	6.32315661184601e-41	1.83731052320127e-39	1	2
10340	L12836	0.335919112497271	0.846422636130016	0	0
10341	L12837	6.7763884931189e-13	6.31348667326724e-12	1	1
10342	L12838	NA	NA	0	0
10343	L12839	0.681452669710996	0.999724242884966	0	0
10344	L12840	NA	NA	0	0
10345	L12841	0.258692835896865	0.726178791041021	0	0
10346	L12842	0.00364336816651022	0.0191375953026849	1	1
10347	L12843	0.880732582990035	0.999724242884966	0	0
10348	L12844	0.912540916271241	0.999724242884966	0	0
10349	L12845	0.991258348407851	0.999724242884966	0	0
10350	L12846	0.473357752808145	0.987580514233574	0	0
10351	L12847	5.76216591566032e-88	1.41018866127484e-85	1	2
10352	L12848	NA	NA	0	0
10353	L12849	0.650991291603991	0.999724242884966	0	0
10354	L12850	NA	NA	0	0
10355	L12851	0.767007476447148	0.999724242884966	0	0
10356	L12852	0.280550221756697	0.762945559628198	0	0
10357	L12853	0.673375709124042	0.999724242884966	0	0
10358	L12854	NA	NA	0	0
10359	L12855	0.878016650218888	0.999724242884966	0	0
10360	L12856	0.582850345542305	0.999724242884966	0	0
10361	L12857	NA	NA	0	0
10362	L12858	NA	NA	0	0
10363	L12860	0.331885239786009	0.84101471875772	0	0
10364	L12861	0.500949311940549	0.999724242884966	0	0
10365	L12862	1.07288020276125e-22	1.67196111239278e-21	1	2
10366	L12863	0.535090692117036	0.999724242884966	0	0
10367	L12864	0.0462990225426991	0.192025734742079	0	0
10368	L12865	0.0199633035157395	0.0921701506282688	0	0
10369	L12866	2.80076272459064e-25	4.9207333774001e-24	1	2
10370	L12867	0.518479652140459	0.999724242884966	0	0
10371	L12868	NA	NA	0	0
10372	L12869	NA	NA	0	0
10373	L12870	0.536139861427426	0.999724242884966	0	0
10374	L12871	0.157905031830164	0.520242289169686	0	0
10375	L12872	NA	NA	0	0
10376	L12873	0.044426124414032	0.185363990351356	0	0
10377	L12874	NA	NA	0	0
10378	L12875	NA	NA	0	0
10379	L12876	0.719138958275413	0.999724242884966	0	0
10380	L12877	2.10570736303452e-23	3.41313163620223e-22	1	2
10381	L12878	0.00839482952913743	0.0420491663010354	1	1
10382	L12879	NA	NA	0	0
10383	L12880	0.816770250299464	0.999724242884966	0	0
10384	L12881	0.910788166489186	0.999724242884966	0	0
10385	L12882	0.225974430378796	0.665428252186089	0	0
10386	L12883	0.671432196700218	0.999724242884966	0	0
10387	L12884	0.00207293852942587	0.0112349906073936	1	2
10388	L12885	NA	NA	0	0
10389	L12886	0.92880010780092	0.999724242884966	0	0
10390	L12887	NA	NA	0	0
10391	L12888	0.499686319395181	0.999724242884966	0	0
10392	L12889	0.417663126225231	0.938729075318796	0	0
10393	L12890	0.523096584781261	0.999724242884966	0	0
10394	L12891	0.381726887042309	0.903847705831867	0	0
10395	L12892	NA	NA	0	0
10396	L12893	0.950629872189094	0.999724242884966	0	0
10397	L12894	0.703870126585003	0.999724242884966	0	0
10398	L12895	0.916377554255112	0.999724242884966	0	0
10399	L12896	NA	NA	0	0
10400	L12897	0.600182097946104	0.999724242884966	0	0
10401	L12898	1.43733822693995e-20	1.92338768050124e-19	1	2
10402	L12899	NA	NA	0	0
10403	L12900	1.01755855526075e-05	6.95011692461113e-05	1	1
10404	L12901	0.310204750847056	0.809084021422762	0	0
10405	L12902	0.0457272202244516	0.190039746142088	0	0
10406	L12903	0.0102711133102995	0.0506443997956198	0	0
10407	L12904	0.7531178002125	0.999724242884966	0	0
10408	L12905	NA	NA	0	0
10409	L12906	0.735465411363075	0.999724242884966	0	0
10410	L12907	0.00128545184592868	0.00713838647326838	1	2
10411	L12908	4.22653884719192e-05	0.000278922669991671	1	2
10412	L12909	0.706554728763082	0.999724242884966	0	0
10413	L12911	0.819054246302543	0.999724242884966	0	0
10414	L12912	1.80051245424008e-10	1.51175184367604e-09	1	2
10415	L12913	0.0747042643550574	0.290361547351186	0	0
10416	L12914	0.168175049493262	0.542869233974277	0	0
10417	L12915	NA	NA	0	0
10418	L12916	0.70787261878296	0.999724242884966	0	0
10419	L12917	NA	NA	0	0
10420	L12918	0.363779537802989	0.882970608023424	0	0
10421	L12919	0.0716241231694186	0.2804598905221	0	0
10422	L12920	NA	NA	0	0
10423	L12921	0.396592116771174	0.918426820524588	0	0
10424	L12922	0.951130140831746	0.999724242884966	0	0
10425	L12923	NA	NA	0	0
10426	L12924	0.580785004981888	0.999724242884966	0	0
10427	L12925	NA	NA	0	0
10428	L12926	3.18593250349162e-06	2.24124547290163e-05	1	2
10429	L12927	0.638624534050533	0.999724242884966	0	0
10430	L12928	0.545469479080829	0.999724242884966	0	0
10431	L12929	0.317529781163419	0.820735957976284	0	0
10432	L12930	0.0516859372866491	0.211465704330778	0	0
10433	L12931	0.993746178657552	0.999724242884966	0	0
10434	L12932	0.99579638459901	0.999724242884966	0	0
10435	L12933	0.952572527060644	0.999724242884966	0	0
10436	L12934	NA	NA	0	0
10437	L12935	0.662766120521478	0.999724242884966	0	0
10438	L12936	0.918534888740894	0.999724242884966	0	0
10439	L12937	0.000240374969711979	0.00147745152943592	1	2
10440	L12938	0.616237431679886	0.999724242884966	0	0
10441	L12939	0.41812894990116	0.93917240429736	0	0
10442	L12941	0.892351172125392	0.999724242884966	0	0
10443	L12942	NA	NA	0	0
10444	L12943	0.610835682504062	0.999724242884966	0	0
10445	L12944	0.223312158527026	0.660190908815926	0	0
10446	L12945	0.968888822889716	0.999724242884966	0	0
10447	L12946	0.220533244409411	0.655376373329558	0	0
10448	L12947	0.649469529989251	0.999724242884966	0	0
10449	L12948	8.97165932396769e-13	8.30314526834954e-12	1	2
10450	L12949	1.4571924221275e-50	5.56487374217307e-49	1	2
10451	L12950	0.894298364778136	0.999724242884966	0	0
10452	L12951	2.70314618674753e-28	5.30732973343786e-27	1	2
10453	L12952	0.943407667845152	0.999724242884966	0	0
10454	L12953	0.88527932616356	0.999724242884966	0	0
10455	L12954	0.963380146234066	0.999724242884966	0	0
10456	L12955	0.482543784284478	0.99370118662388	0	0
10457	L12956	NA	NA	0	0
10458	L12957	NA	NA	0	0
10459	L12958	0.606748070440976	0.999724242884966	0	0
10460	L12959	NA	NA	0	0
10461	L12960	NA	NA	0	0
10462	L12961	0.377283118134544	0.899084065104004	0	0
10463	L12962	0.000196234970656955	0.00122323904937588	1	2
10464	L12963	2.39922350961516e-11	2.09544647916929e-10	1	2
10465	L12964	0.885123768952321	0.999724242884966	0	0
10466	L12965	0.00744499181632974	0.0376113324031241	1	2
10467	L12966	0.719079762731905	0.999724242884966	0	0
10468	L12967	0.718270610857474	0.999724242884966	0	0
10469	L12968	0.975906869077457	0.999724242884966	0	0
10470	L12970	0.317473474749991	0.820651457491201	0	0
10471	L12971	0.855444177237232	0.999724242884966	0	0
10472	L12972	0.885018846079048	0.999724242884966	0	0
10473	L12973	0.53017568245808	0.999724242884966	0	0
10474	L12975	0.205375491477466	0.624865091912528	0	0
10475	L12976	0.240299543117861	0.692979991688698	0	0
10476	L12977	0.946601957128729	0.999724242884966	0	0
10477	L12978	8.88925656909696e-20	1.12538959668218e-18	1	2
10478	L12979	0.000645591957012823	0.00372313502988875	1	1
10479	L12980	NA	NA	0	0
10480	L12981	NA	NA	0	0
10481	L12982	0.352689184497059	0.868465566473592	0	0
10482	L12983	0.577353639905928	0.999724242884966	0	0
10483	L12984	NA	NA	0	0
10484	L12985	NA	NA	0	0
10485	L12986	8.12193073635534e-32	1.80008505707794e-30	1	2
10486	L12987	0.0793964933255696	0.305084800536289	0	0
10487	L12988	0.927846933789117	0.999724242884966	0	0
10488	L12989	0.509848231830619	0.999724242884966	0	0
10489	L12990	3.50636999622527e-38	9.4606653811196e-37	1	2
10490	L12991	6.3727704120184e-50	2.39682378093575e-48	1	2
10491	L12992	0.209787086157924	0.634123755602346	0	0
10492	L12993	0.171648376369001	0.550694643239986	0	0
10493	L12994	0.781869864987144	0.999724242884966	0	0
10494	L12995	0.808250262400852	0.999724242884966	0	0
10495	L12996	NA	NA	0	0
10496	L12997	0.910882920741481	0.999724242884966	0	0
10497	L12998	NA	NA	0	0
10498	L12999	NA	NA	0	0
10499	L13000	1.19093712141044e-41	3.5464821630896e-40	1	2
10500	L13001	0.513179215774244	0.999724242884966	0	0
10501	L13002	0.966820860136752	0.999724242884966	0	0
10502	L13003	0.832640080838989	0.999724242884966	0	0
10503	L13004	0.84747150800021	0.999724242884966	0	0
10504	L13005	0.791661996591842	0.999724242884966	0	0
10505	L13006	0.561940048900689	0.999724242884966	0	0
10506	L13007	3.54938156085395e-25	6.2140104787303e-24	1	2
10507	L13008	0.152413535872092	0.507587465129558	0	0
10508	L13009	NA	NA	0	0
10509	L13010	0.00854084357788786	0.0427005317247531	1	1
10510	L13012	0.299233214688398	0.792929118241553	0	0
10511	L13013	4.59767842765609e-16	4.94823538921971e-15	1	2
10512	L13014	0.993455319379969	0.999724242884966	0	0
10513	L13015	0.00120923152674271	0.00673988997872695	1	1
10514	L13016	0.28810834463861	0.774225602222847	0	0
10515	L13017	NA	NA	0	0
10516	L13018	0.927713043378029	0.999724242884966	0	0
10517	L13019	0.302330270000416	0.797221454059827	0	0
10518	L13020	0.958863923661451	0.999724242884966	0	0
10519	L13021	0.957635631365732	0.999724242884966	0	0
10520	L13022	0.896272528316392	0.999724242884966	0	0
10521	L13023	3.38690051349322e-05	0.000224707076450776	1	2
10522	L13024	0.97909580932083	0.999724242884966	0	0
10523	L13025	0.969349277807753	0.999724242884966	0	0
10524	L13026	NA	NA	0	0
10525	L13027	NA	NA	0	0
10526	L13028	NA	NA	0	0
10527	L13029	0.942737080657348	0.999724242884966	0	0
10528	L13030	0.528686862630977	0.999724242884966	0	0
10529	L13031	NA	NA	0	0
10530	L13032	0.876222338816256	0.999724242884966	0	0
10531	L13033	NA	NA	0	0
10532	L13034	0.981868779848449	0.999724242884966	0	0
10533	L13035	0.311137239656565	0.810308380704726	0	0
10534	L13036	0.120081887861822	0.424525510373758	0	0
10535	L13037	2.0518736576071e-05	0.00013800409008934	1	2
10536	L13038	2.67020727480876e-45	8.86294586572626e-44	1	2
10537	L13039	0.892590470222926	0.999724242884966	0	0
10538	L13040	0.734484149692867	0.999724242884966	0	0
10539	L13041	1.7899297632288e-42	5.44213815675654e-41	1	2
10540	L13042	0.4766945445434	0.989903343840877	0	0
10541	L13043	0.00808926942348517	0.0406240304920458	1	1
10542	L13044	0.914395711867342	0.999724242884966	0	0
10543	L13045	0.415589096897778	0.937398637908558	0	0
10544	L13046	0.991594658452515	0.999724242884966	0	0
10545	L13047	0.854233786006894	0.999724242884966	0	0
10546	L13048	0.67317279266693	0.999724242884966	0	0
10547	L13049	NA	NA	0	0
10548	L13050	3.84866342184615e-05	0.000254517128898187	1	2
10549	L13051	NA	NA	0	0
10550	L13052	0.647491344260583	0.999724242884966	0	0
10551	L13053	0.569741129967851	0.999724242884966	0	0
10552	L13054	0.938543560107351	0.999724242884966	0	0
10553	L13055	0.932096761267464	0.999724242884966	0	0
10554	L13056	0.913290846135657	0.999724242884966	0	0
10555	L13057	1.20117432462005e-11	1.06325038535904e-10	1	2
10556	L13058	0.174569541334323	0.557749443821861	0	0
10557	L13059	0.000454601333278573	0.00267858689964343	1	2
10558	L13060	0.814020543710479	0.999724242884966	0	0
10559	L13062	0.911867405853174	0.999724242884966	0	0
10560	L13063	6.38315784138289e-23	1.0147644158451e-21	1	2
10561	L13064	0.83336538847	0.999724242884966	0	0
10562	L13065	0.851218702205167	0.999724242884966	0	0
10563	L13066	0.614572340835733	0.999724242884966	0	0
10564	L13067	0.83655048562918	0.999724242884966	0	0
10565	L13068	0.569667300923247	0.999724242884966	0	0
10566	L13069	0.311249198377	0.810357103822212	0	0
10567	L13070	0.505163415656837	0.999724242884966	0	0
10568	L13071	NA	NA	0	0
10569	L13072	0.414730023176904	0.937390481773131	0	0
10570	L13073	0.785760072815005	0.999724242884966	0	0
10571	L13074	0.514166833353283	0.999724242884966	0	0
10572	L13075	0.246690580376579	0.704459052168998	0	0
10573	L13076	0.546262268639004	0.999724242884966	0	0
10574	L13077	0.667462848392628	0.999724242884966	0	0
10575	L13078	NA	NA	0	0
10576	L13079	0.391992478790421	0.915000176177104	0	0
10577	L13080	NA	NA	0	0
10578	L13081	5.06557133734227e-22	7.46243048390499e-21	1	2
10579	L13082	1.2249776878297e-61	6.60006583061363e-60	1	2
10580	L13084	0.653505881234703	0.999724242884966	0	0
10581	L13085	0.448115076735395	0.968825130440988	0	0
10582	L13086	0.245167494886848	0.701759392332407	0	0
10583	L13087	1.95936898628689e-63	1.12363021471026e-61	1	2
10584	L13088	1.21403150043415e-32	2.76655886577624e-31	1	2
10585	L13089	NA	NA	0	0
10586	L13090	0.0974910713301886	0.360388225812862	0	0
10587	L13091	NA	NA	0	0
10588	L13092	0.823517001702192	0.999724242884966	0	0
10589	L13093	0.0289528569383722	0.12768650816273	0	0
10590	L13094	5.4718201623984e-21	7.48059379558101e-20	1	2
10591	L13095	1.66100075312946e-19	2.07637043786888e-18	1	2
10592	L13096	0.287638917074184	0.773538364304337	0	0
10593	L13097	NA	NA	0	0
10594	L13098	1.19274185472715e-95	5.93690472925849e-93	1	2
10595	L13099	0.949689207751849	0.999724242884966	0	0
10596	L13100	2.48212597951731e-16	2.70658431252544e-15	1	2
10597	L13101	0.35155628951197	0.866675100985571	0	0
10598	L13102	NA	NA	0	0
10599	L13103	0.733879075855771	0.999724242884966	0	0
10600	L13105	0.0517482625136838	0.211684269498028	0	0
10601	L13106	0.749710641188796	0.999724242884966	0	0
10602	L13107	NA	NA	0	0
10603	L13108	2.71491299141031e-07	2.0121274531348e-06	1	2
10604	L13109	0.246698511305729	0.704459052168998	0	0
10605	L13110	0.650398902055564	0.999724242884966	0	0
10606	L13112	1.69069977489736e-66	1.09210406277385e-64	1	2
10607	L13114	0.293527187506328	0.783175851957295	0	0
10608	L13115	0.00204169341106643	0.0110690997537255	1	1
10609	L13116	5.14313902623165e-34	1.20603486801351e-32	1	2
10610	L13117	0.920982261605809	0.999724242884966	0	0
10611	L13118	0.408599724760604	0.930697885225176	0	0
10612	L13119	NA	NA	0	0
10613	L13120	0.995193457772699	0.999724242884966	0	0
10614	L13121	NA	NA	0	0
10615	L13122	0.362362984235862	0.880864467554889	0	0
10616	L13123	1.15336086703337e-15	1.21606786562936e-14	1	2
10617	L13124	NA	NA	0	0
10618	L13125	NA	NA	0	0
10619	L13126	0.331376919842353	0.840768833931624	0	0
10620	L13127	0.713546092244273	0.999724242884966	0	0
10621	L13128	NA	NA	0	0
10622	L13129	2.83589687835669e-32	6.38710876971172e-31	1	2
10623	L13130	NA	NA	0	0
10624	L13131	0.103725024964028	0.378480897474789	0	0
10625	L13132	0.286946284345094	0.772664610999448	0	0
10626	L13133	NA	NA	0	0
10627	L13134	0.000156738365218466	0.000989818584058177	1	1
10628	L13135	0.598831002896545	0.999724242884966	0	0
10629	L13136	0.478886337266115	0.991091918860131	0	0
10630	L13137	0.831759138163672	0.999724242884966	0	0
10631	L13138	0.285843443969195	0.771005228563914	0	0
10632	L13139	0.07372534882213	0.287388731004179	0	0
10633	L13140	5.84641995406341e-13	5.46315639267576e-12	1	2
10634	L13141	0.022159077388537	0.100834392746686	0	0
10635	L13142	NA	NA	0	0
10636	L13143	0.264390766345263	0.736344599457492	0	0
10637	L13144	NA	NA	0	0
10638	L13145	NA	NA	0	0
10639	L13146	0.352863996661162	0.86849456999123	0	0
10640	L13147	0.952620314074988	0.999724242884966	0	0
10641	L13148	0.58554398618113	0.999724242884966	0	0
10642	L13149	NA	NA	0	0
10643	L13150	0.387201961831931	0.910176040150383	0	0
10644	L13151	NA	NA	0	0
10645	L13152	NA	NA	0	0
10646	L13153	0.897243361658824	0.999724242884966	0	0
10647	L13154	0.248503890743869	0.708205019717704	0	0
10648	L13156	NA	NA	0	0
10649	L13157	0.0128839559834695	0.062368468914547	0	0
10650	L13158	0.947576448612013	0.999724242884966	0	0
10651	L13159	0.622747524746564	0.999724242884966	0	0
10652	L13161	NA	NA	0	0
10653	L13162	0.00165291801181163	0.0090674359505095	1	1
10654	L13163	0.759969815236789	0.999724242884966	0	0
10655	L13164	NA	NA	0	0
10656	L13165	0.663311290745792	0.999724242884966	0	0
10657	L13166	0.000580202907708156	0.00336952062979175	1	2
10658	L13167	2.13403653871225e-55	9.44739334946857e-54	1	2
10659	L13168	9.19641105385657e-35	2.21632230890169e-33	1	2
10660	L13169	0.758985113916844	0.999724242884966	0	0
10661	L13170	0.705265543486394	0.999724242884966	0	0
10662	L13171	0.810182486871775	0.999724242884966	0	0
10663	L13172	0.919410377484625	0.999724242884966	0	0
10664	L13173	0.990612141638386	0.999724242884966	0	0
10665	L13174	0.589420282920714	0.999724242884966	0	0
10666	L13175	0.949398619290952	0.999724242884966	0	0
10667	L13176	0.773939491429685	0.999724242884966	0	0
10668	L13177	0.951304579011445	0.999724242884966	0	0
10669	L13178	0.723030933451997	0.999724242884966	0	0
10670	L13179	0.0126150855164803	0.0611862458993333	0	0
10671	L13180	0.297085790446155	0.789200840053873	0	0
10672	L13182	0.132484221452273	0.456981802869417	0	0
10673	L13183	0.0922199605328756	0.344124134912326	0	0
10674	L13184	0.712153195299286	0.999724242884966	0	0
10675	L13185	0.875382524001366	0.999724242884966	0	0
10676	L13186	NA	NA	0	0
10677	L13187	0.23133378535448	0.675458889988145	0	0
10678	L13188	0.888621798104617	0.999724242884966	0	0
10679	L13189	0.0050544651268279	0.0260342036590371	1	1
10680	L13190	0.415158720666293	0.937398637908558	0	0
10681	L13191	0.00235666401426556	0.0126699857400614	1	1
10682	L13192	0.000328690077232209	0.00197828845929576	1	2
10683	L13193	0.966478679901815	0.999724242884966	0	0
10684	L13194	0.926490469643628	0.999724242884966	0	0
10685	L13195	0.951946875097173	0.999724242884966	0	0
10686	L13197	1.16140369324479e-19	1.46448117371708e-18	1	2
10687	L13198	0.195402093901355	0.603127592793313	0	0
10688	L13199	0.0259090429866677	0.115731498955357	0	0
10689	L13200	0.00111243433924226	0.00623034942100676	1	2
10690	L13201	0.340928536810697	0.853653773092286	0	0
10691	L13202	0.213525084727897	0.641627647597395	0	0
10692	L13203	2.2288699499219e-57	1.04956217479249e-55	1	2
10693	L13204	4.8720366807174e-05	0.000320668596076309	1	1
10694	L13205	0.877481311122733	0.999724242884966	0	0
10695	L13206	0.935499762980949	0.999724242884966	0	0
10696	L13207	7.19393781755261e-34	1.68352678138443e-32	1	2
10697	L13208	0.680939990459416	0.999724242884966	0	0
10698	L13209	0.00144143217988755	0.00796765565698298	1	2
10699	L13210	0.289899763983688	0.776803198484078	0	0
10700	L13211	0.984382793546333	0.999724242884966	0	0
10701	L13212	0.074358473861057	0.289308742008447	0	0
10702	L13213	1.93993946285322e-05	0.000130728672121534	1	2
10703	L13214	0.428079115429888	0.949058584361076	0	0
10704	L13215	6.82506349810422e-08	5.20027640180044e-07	1	2
10705	L13216	5.49655014325322e-30	1.1484863501761e-28	1	2
10706	L13217	0.871353215999723	0.999724242884966	0	0
10707	L13218	0.556350859380931	0.999724242884966	0	0
10708	L13219	0.885843096731137	0.999724242884966	0	0
10709	L13220	0.513321546341189	0.999724242884966	0	0
10710	L13221	0.0535878098234973	0.218117072732042	0	0
10711	L13222	NA	NA	0	0
10712	L13223	NA	NA	0	0
10713	L13224	0.575020220309523	0.999724242884966	0	0
10714	L13225	0.941747035963096	0.999724242884966	0	0
10715	L13227	NA	NA	0	0
10716	L13228	0.987976655387889	0.999724242884966	0	0
10717	L13229	0.903317031402232	0.999724242884966	0	0
10718	L13230	0.886729950961385	0.999724242884966	0	0
10719	L13232	0.638704996543642	0.999724242884966	0	0
10720	L13233	0.876386304584118	0.999724242884966	0	0
10721	L13235	NA	NA	0	0
10722	L13237	0.635452796606771	0.999724242884966	0	0
10723	L13238	0.168716911400567	0.544102645229444	0	0
10724	L13239	0.928074707710197	0.999724242884966	0	0
10725	L13240	0.0110895008277672	0.0543787685574385	0	0
10726	L13241	0.970004242949986	0.999724242884966	0	0
10727	L13242	0.110174734817831	0.396848298547807	0	0
10728	L13243	0.7841316581998	0.999724242884966	0	0
10729	L13244	NA	NA	0	0
10730	L13245	NA	NA	0	0
10731	L13246	2.42649962032271e-16	2.64675815459682e-15	1	2
10732	L13247	0.968428902541196	0.999724242884966	0	0
10733	L13249	0.0393203674164879	0.166641635177779	0	0
10734	L13250	9.80220811301539e-33	2.23667981840782e-31	1	2
10735	L13251	0.850679764253045	0.999724242884966	0	0
10736	L13252	0.841962250760193	0.999724242884966	0	0
10737	L13253	0.908469814002845	0.999724242884966	0	0
10738	L13254	0.0748756390458649	0.290864990847518	0	0
10739	L13255	0.927707325607362	0.999724242884966	0	0
10740	L13256	7.93915505964476e-10	6.50864629942851e-09	1	2
10741	L13257	5.66852185529895e-24	9.45261379632193e-23	1	2
10742	L13258	0.0111147490991826	0.0544948872312066	0	0
10743	L13259	0.869204017255014	0.999724242884966	0	0
10744	L13260	NA	NA	0	0
10745	L13261	NA	NA	0	0
10746	L13262	0.948706151059432	0.999724242884966	0	0
10747	L13263	0.727883024790285	0.999724242884966	0	0
10748	L13264	0.595417155157933	0.999724242884966	0	0
10749	L13265	0.538648484790058	0.999724242884966	0	0
10750	L13266	0.33765673837093	0.849445994778236	0	0
10751	L13268	NA	NA	0	0
10752	L13269	9.2470648278482e-08	7.00728296767075e-07	1	2
10753	L13271	0.234810767220463	0.682156914274556	0	0
10754	L13272	0.792829195455729	0.999724242884966	0	0
10755	L13273	0.222832458910353	0.659165271710298	0	0
10756	L13274	0.147057280600752	0.494057870788604	0	0
10757	L13275	NA	NA	0	0
10758	L13276	0.759322464082736	0.999724242884966	0	0
10759	L13277	0.000501577370431807	0.00293349323077182	1	2
10760	L13278	1.07288020276125e-22	1.67196111239278e-21	1	2
10761	L13279	0.000372508798217166	0.00222277227947166	1	2
10762	L13280	NA	NA	0	0
10763	L13281	0.01786761414604	0.0835488868142066	0	0
10764	L13282	0.00201156313126876	0.0109142610363547	1	2
10765	L13283	NA	NA	0	0
10766	L13284	0.00155941691763422	0.00858024963926923	1	1
10767	L13285	NA	NA	0	0
10768	L13286	0.282784525700732	0.765905060957981	0	0
10769	L13287	0.904751192772545	0.999724242884966	0	0
10770	L13288	NA	NA	0	0
10771	L13289	NA	NA	0	0
10772	L13290	0.38064256228412	0.902633253121647	0	0
10773	L13291	0.859513521295733	0.999724242884966	0	0
10774	L13292	2.35517774767639e-87	5.21319344504775e-85	1	2
10775	L13293	0.425523638521282	0.946110575865674	0	0
10776	L13294	NA	NA	0	0
10777	L13295	0.00814624800620969	0.0408983546246459	1	1
10778	L13296	0.00361534004757216	0.0190018598507604	1	1
10779	L13297	0.827768271920728	0.999724242884966	0	0
10780	L13298	0.124767522055528	0.437359298121255	0	0
10781	L13299	2.55933532008172e-11	2.23192022693802e-10	1	2
10782	L13300	0.523131594937565	0.999724242884966	0	0
10783	L13302	0.000478271005750037	0.00280758006618671	1	1
10784	L13303	NA	NA	0	0
10785	L13304	NA	NA	0	0
10786	L13305	0.950882903073529	0.999724242884966	0	0
10787	L13306	0.631665085556323	0.999724242884966	0	0
10788	L13307	0.496307944888698	0.998650552994734	0	0
10789	L13308	6.09821720986081e-48	2.18254628709663e-46	1	2
10790	L13309	0.581102699060175	0.999724242884966	0	0
10791	L13310	0.748062190265898	0.999724242884966	0	0
10792	L13311	0.642091585569712	0.999724242884966	0	0
10793	L13312	0.833009513144319	0.999724242884966	0	0
10794	L13313	0.988967140540368	0.999724242884966	0	0
10795	L13314	0.992354292843017	0.999724242884966	0	0
10796	L13315	NA	NA	0	0
10797	L13316	0.0924693734218673	0.344832671440791	0	0
10798	L13317	0.928396985276121	0.999724242884966	0	0
10799	L13318	9.38921109579596e-21	1.27012014013663e-19	1	2
10800	L13319	0.45874157417904	0.977964582467218	0	0
10801	L13320	0.632831582723664	0.999724242884966	0	0
10802	L13321	0.984336769540899	0.999724242884966	0	0
10803	L13322	0.0206084160738548	0.0946706775146861	0	0
10804	L13323	0.0640604081176942	0.25477485467958	0	0
10805	L13324	0.182673764376983	0.575875393731191	0	0
10806	L13325	0.550030038768397	0.999724242884966	0	0
10807	L13326	0.993280444112896	0.999724242884966	0	0
10808	L13327	0.830683176120791	0.999724242884966	0	0
10809	L13328	0.989723123332249	0.999724242884966	0	0
10810	L13329	0.000409657437028715	0.00243225740148403	1	2
10811	L13330	0.579151903305883	0.999724242884966	0	0
10812	L13331	0.703331926643205	0.999724242884966	0	0
10813	L13332	0.253037406332313	0.715854440317532	0	0
10814	L13333	2.71495302215361e-32	6.12265070901249e-31	1	2
10815	L13334	4.85701956096482e-21	6.66368510788194e-20	1	2
10816	L13335	0.58463742152522	0.999724242884966	0	0
10817	L13336	0.943922741999178	0.999724242884966	0	0
10818	L13337	0.666270105056755	0.999724242884966	0	0
10819	L13338	3.40604611793917e-10	2.83377818268188e-09	1	1
10820	L13339	8.2364267905309e-13	7.64713608935426e-12	1	2
10821	L13340	1.85517539007989e-45	6.20510636728166e-44	1	2
10822	L13341	0.0397007416241004	0.167966906856676	0	0
10823	L13342	0.625724300534707	0.999724242884966	0	0
10824	L13343	0.0172881377142537	0.081199805628564	0	0
10825	L13344	0.386825208714098	0.909967484819084	0	0
10826	L13346	0.00926972264992646	0.046072854909932	1	1
10827	L13347	0.707338354282171	0.999724242884966	0	0
10828	L13348	4.35860879068714e-08	3.34963230194514e-07	1	2
10829	L13349	0.73568558095314	0.999724242884966	0	0
10830	L13350	0.581989222206253	0.999724242884966	0	0
10831	L13351	8.34130354869106e-16	8.8485036912122e-15	1	2
10832	L13352	1.35982558251761e-52	5.54005376830623e-51	1	2
10833	L13353	NA	NA	0	0
10834	L13354	0.00123731339801161	0.00688646944389804	1	1
10835	L13355	0.887709498136352	0.999724242884966	0	0
10836	L13356	7.85773220661167e-06	5.40843552474091e-05	1	1
10837	L13357	0.776253002404386	0.999724242884966	0	0
10838	L13358	0.0855085454452488	0.324338896672483	0	0
10839	L13359	0.000495531834790942	0.00290078422695528	1	2
10840	L13360	0.0581000426719752	0.234097702369447	0	0
10841	L13361	1.4656046233586e-102	2.31512235777082e-99	1	2
10842	L13362	0.509117566186845	0.999724242884966	0	0
10843	L13363	0.924197579996583	0.999724242884966	0	0
10844	L13364	1.06452624608037e-33	2.47951850561563e-32	1	2
10845	L13365	0.355282333250565	0.872008732616967	0	0
10846	L13366	NA	NA	0	0
10847	L13367	0.70465012040917	0.999724242884966	0	0
