lind	locus	bs_outl
9360	L11790	0
9361	L11791	0
9362	L11792	0
9363	L11793	0
9364	L11794	0
9365	L11795	0
9366	L11796	0
9367	L11797	0
9368	L11798	0
9369	L11799	0
9370	L11800	1
9371	L11801	0
9372	L11802	0
9373	L11803	0
9374	L11804	0
9375	L11805	0
9376	L11806	0
9377	L11807	0
9378	L11808	0
9379	L11809	0
9380	L11810	0
9381	L11811	0
9382	L11812	1
9383	L11813	0
9384	L11814	0
9385	L11816	0
9386	L11817	0
9387	L11818	1
9388	L11819	0
9389	L11820	0
9390	L11821	0
9391	L11822	1
9392	L11823	0
9393	L11824	0
9394	L11825	0
9395	L11826	1
9396	L11827	0
9397	L11828	1
9398	L11829	0
9399	L11830	0
9400	L11831	0
9401	L11832	0
9402	L11833	0
9403	L11834	0
9404	L11835	0
9405	L11836	0
9406	L11837	0
9407	L11838	0
9408	L11839	0
9409	L11840	0
9410	L11841	0
9411	L11842	0
9412	L11844	0
9413	L11845	0
9414	L11846	0
9415	L11847	0
9416	L11848	0
9417	L11849	0
9418	L11850	0
9419	L11851	0
9420	L11852	0
9421	L11853	0
9422	L11854	0
9423	L11855	1
9424	L11856	1
9425	L11857	0
9426	L11858	0
9427	L11859	0
9428	L11860	0
9429	L11861	0
9430	L11862	0
9431	L11863	0
9432	L11864	1
9433	L11865	0
9434	L11866	0
9435	L11867	0
9436	L11868	0
9437	L11869	0
9438	L11870	0
9439	L11871	0
9440	L11872	0
9441	L11873	0
9442	L11874	0
9443	L11875	0
9444	L11876	0
9445	L11877	0
9446	L11878	0
9447	L11879	0
9448	L11880	0
9449	L11881	1
9450	L11882	0
9451	L11883	0
9452	L11884	0
9453	L11885	1
9454	L11886	0
9455	L11887	0
9456	L11888	0
9457	L11889	1
9458	L11890	0
9459	L11891	0
9460	L11892	0
9461	L11893	0
9462	L11894	0
9463	L11895	0
9464	L11896	0
9465	L11897	0
9466	L11898	0
9467	L11899	0
9468	L11901	0
9469	L11902	1
9470	L11903	0
9471	L11904	0
9472	L11905	0
9473	L11906	0
9474	L11908	0
9475	L11909	0
9476	L11910	0
9477	L11911	0
9478	L11912	0
9479	L11913	0
9480	L11914	0
9481	L11915	1
9482	L11916	0
9483	L11917	0
9484	L11918	0
9485	L11919	0
9486	L11921	0
9487	L11922	0
9488	L11924	0
9489	L11925	0
9490	L11926	0
9491	L11927	0
9492	L11928	0
9493	L11929	0
9494	L11930	0
9495	L11931	0
9496	L11932	1
9497	L11933	0
9498	L11934	0
9499	L11935	0
9500	L11936	0
9501	L11937	0
9502	L11939	0
9503	L11940	0
9504	L11941	1
9505	L11942	0
9506	L11943	0
9507	L11944	0
9508	L11945	0
9509	L11946	0
9510	L11947	0
9511	L11948	0
9512	L11949	0
9513	L11950	0
9514	L11951	0
9515	L11952	0
9516	L11953	0
9517	L11954	0
9518	L11955	0
9519	L11956	0
9520	L11957	0
9521	L11959	0
9522	L11960	0
9523	L11961	0
9524	L11962	0
9525	L11963	0
9526	L11964	0
9527	L11965	0
9528	L11966	0
9529	L11967	0
9530	L11968	0
9531	L11969	1
9532	L11970	0
9533	L11971	0
9534	L11973	1
9535	L11974	0
9536	L11975	0
9537	L11976	0
9538	L11977	0
9539	L11978	0
9540	L11979	0
9541	L11980	0
9542	L11981	0
9543	L11982	0
9544	L11984	0
9545	L11985	0
9546	L11986	0
9547	L11988	0
9548	L11989	0
9549	L11990	1
9550	L11991	0
9551	L11992	0
9552	L11993	0
9553	L11994	1
9554	L11995	0
9555	L11996	0
9556	L11997	0
9557	L11998	1
9558	L11999	0
9559	L12000	0
9560	L12001	1
9561	L12003	0
9562	L12005	0
9563	L12006	0
9564	L12007	0
9565	L12008	0
9566	L12009	0
9567	L12010	0
9568	L12011	0
9569	L12012	0
9570	L12013	0
9571	L12014	0
9572	L12015	0
9573	L12016	0
9574	L12017	0
9575	L12018	0
9576	L12019	0
9577	L12021	1
9578	L12022	0
9579	L12023	0
9580	L12024	0
9581	L12025	1
9582	L12026	0
9583	L12027	1
9584	L12028	0
9585	L12029	0
9586	L12030	0
9587	L12031	1
9588	L12032	1
9589	L12033	0
9590	L12034	1
9591	L12035	0
9592	L12036	1
9593	L12037	0
9594	L12038	0
9595	L12039	0
9596	L12040	0
9597	L12041	1
9598	L12042	0
9599	L12043	0
9600	L12044	0
9601	L12045	0
9602	L12047	1
9603	L12048	0
9604	L12049	1
9605	L12050	0
9606	L12051	0
9607	L12052	1
9608	L12053	0
9609	L12055	0
9610	L12056	0
9611	L12057	0
9612	L12058	0
9613	L12059	0
9614	L12060	0
9615	L12061	0
9616	L12062	0
9617	L12063	0
9618	L12064	0
9619	L12065	0
9620	L12066	0
9621	L12067	0
9622	L12068	0
9623	L12069	0
9624	L12070	0
9625	L12071	1
9626	L12072	0
9627	L12073	0
9628	L12074	0
9629	L12075	0
9630	L12076	0
9631	L12077	0
9632	L12078	0
9633	L12079	0
9634	L12080	0
9635	L12081	0
9636	L12082	0
9637	L12084	0
9638	L12085	0
9639	L12086	0
9640	L12087	0
9641	L12088	0
9642	L12089	0
9643	L12090	0
9644	L12091	0
9645	L12092	0
9646	L12093	1
9647	L12094	0
9648	L12095	0
9649	L12097	0
9650	L12098	0
9651	L12099	0
9652	L12100	0
9653	L12101	1
9654	L12102	0
9655	L12103	0
9656	L12104	0
9657	L12105	0
9658	L12106	0
9659	L12107	0
9660	L12108	0
9661	L12109	0
9662	L12110	0
9663	L12111	0
9664	L12112	0
9665	L12113	0
9666	L12114	0
9667	L12115	1
9668	L12116	0
9669	L12117	1
9670	L12118	1
9671	L12119	0
9672	L12120	1
9673	L12122	0
9674	L12123	0
9675	L12124	0
9676	L12125	0
9677	L12126	1
9678	L12127	0
9679	L12128	0
9680	L12129	0
9681	L12130	1
9682	L12131	0
9683	L12132	0
9684	L12133	0
9685	L12134	0
9686	L12135	0
9687	L12136	0
9688	L12137	0
9689	L12138	0
9690	L12139	0
9691	L12140	0
9692	L12141	1
9693	L12142	0
9694	L12143	0
9695	L12144	0
9696	L12145	0
9697	L12146	0
9698	L12147	0
9699	L12148	0
9700	L12149	0
9701	L12150	1
9702	L12151	0
9703	L12152	1
9704	L12153	1
9705	L12154	0
9706	L12155	0
9707	L12156	0
9708	L12157	0
9709	L12158	0
9710	L12159	0
9711	L12160	0
9712	L12161	0
9713	L12162	0
9714	L12163	0
9715	L12164	0
9716	L12165	0
9717	L12166	0
9718	L12167	0
9719	L12168	1
9720	L12169	0
9721	L12170	0
9722	L12171	0
9723	L12172	0
9724	L12173	1
9725	L12174	0
9726	L12175	0
9727	L12176	0
9728	L12177	0
9729	L12178	0
9730	L12179	0
9731	L12180	0
9732	L12183	0
9733	L12184	0
9734	L12185	0
9735	L12186	0
9736	L12187	0
9737	L12188	0
9738	L12189	0
9739	L12190	1
9740	L12191	0
9741	L12192	0
9742	L12193	0
9743	L12194	0
9744	L12195	0
9745	L12196	0
9746	L12197	0
9747	L12199	0
9748	L12200	0
9749	L12201	1
9750	L12202	0
9751	L12203	1
9752	L12204	0
9753	L12205	0
9754	L12206	0
9755	L12207	1
9756	L12208	0
9757	L12209	0
9758	L12210	0
9759	L12211	0
9760	L12212	0
9761	L12213	0
9762	L12214	0
9763	L12215	0
9764	L12216	0
9765	L12217	0
9766	L12218	1
9767	L12219	0
9768	L12220	1
9769	L12221	0
9770	L12222	1
9771	L12223	0
9772	L12224	0
9773	L12225	1
9774	L12227	0
9775	L12228	0
9776	L12229	0
9777	L12230	0
9778	L12231	0
9779	L12232	0
9780	L12233	1
9781	L12234	0
9782	L12235	0
9783	L12236	0
9784	L12237	0
9785	L12238	0
9786	L12239	0
9787	L12241	0
9788	L12242	0
9789	L12243	1
9790	L12244	0
9791	L12245	0
9792	L12246	0
9793	L12247	0
9794	L12248	0
9795	L12249	0
9796	L12250	0
9797	L12251	0
9798	L12252	0
9799	L12253	0
9800	L12254	0
9801	L12255	0
9802	L12256	0
9803	L12257	0
9804	L12258	0
9805	L12259	0
9806	L12260	0
9807	L12262	1
9808	L12263	1
9809	L12264	1
9810	L12265	0
9811	L12266	0
9812	L12267	0
9813	L12268	0
9814	L12269	0
9815	L12270	0
9816	L12271	0
9817	L12272	0
9818	L12273	0
9819	L12274	0
9820	L12275	0
9821	L12277	0
9822	L12278	0
9823	L12279	0
9824	L12280	0
9825	L12281	1
9826	L12282	0
9827	L12283	0
9828	L12284	0
9829	L12285	0
9830	L12287	0
9831	L12288	0
9832	L12290	0
9833	L12291	0
9834	L12292	0
9835	L12293	1
9836	L12294	0
9837	L12295	0
9838	L12296	0
9839	L12297	0
9840	L12298	0
9841	L12299	0
9842	L12300	0
9843	L12301	0
9844	L12302	0
9845	L12303	0
9846	L12304	1
9847	L12305	0
9848	L12306	0
9849	L12307	1
9850	L12308	0
9851	L12309	0
9852	L12310	0
9853	L12311	0
9854	L12312	0
9855	L12313	1
9856	L12314	0
9857	L12315	0
9858	L12316	0
9859	L12317	0
9860	L12318	0
9861	L12319	0
9862	L12320	0
9863	L12321	0
9864	L12322	0
9865	L12323	0
9866	L12324	0
9867	L12325	1
9868	L12326	0
9869	L12327	0
9870	L12328	0
9871	L12329	1
9872	L12330	0
9873	L12331	0
9874	L12333	0
9875	L12335	0
9876	L12336	1
9877	L12337	1
9878	L12338	1
9879	L12339	0
9880	L12340	0
9881	L12341	1
9882	L12342	0
9883	L12343	0
9884	L12344	0
9885	L12345	0
9886	L12346	0
9887	L12347	0
9888	L12348	0
9889	L12349	1
9890	L12350	0
9891	L12352	0
9892	L12353	1
9893	L12354	0
9894	L12355	0
9895	L12356	0
9896	L12357	0
9897	L12358	0
9898	L12359	0
9899	L12360	0
9900	L12361	0
9901	L12362	0
9902	L12363	0
9903	L12364	0
9904	L12365	0
9905	L12366	0
9906	L12367	1
9907	L12368	0
9908	L12369	0
9909	L12371	0
9910	L12372	0
9911	L12373	0
9912	L12374	0
9913	L12375	0
9914	L12376	0
9915	L12377	0
9916	L12378	0
9917	L12380	0
9918	L12381	0
9919	L12382	0
9920	L12384	0
9921	L12385	0
9922	L12386	0
9923	L12387	0
9924	L12388	0
9925	L12389	0
9926	L12390	0
9927	L12391	0
9928	L12392	0
9929	L12393	0
9930	L12394	0
9931	L12395	0
9932	L12396	1
9933	L12397	0
9934	L12398	0
9935	L12399	0
9936	L12400	0
9937	L12401	0
9938	L12402	0
9939	L12403	0
9940	L12404	0
9941	L12405	0
9942	L12406	1
9943	L12407	1
9944	L12408	0
9945	L12409	0
9946	L12410	0
9947	L12411	0
9948	L12412	0
9949	L12414	0
9950	L12415	1
9951	L12416	0
9952	L12417	1
9953	L12418	1
9954	L12419	0
9955	L12420	0
9956	L12421	0
9957	L12422	0
9958	L12424	0
9959	L12425	0
9960	L12426	0
9961	L12427	0
9962	L12428	0
9963	L12429	0
9964	L12430	0
9965	L12431	0
9966	L12432	0
9967	L12433	0
9968	L12434	0
9969	L12435	0
9970	L12437	1
9971	L12438	0
9972	L12439	0
9973	L12440	1
9974	L12441	0
9975	L12442	0
9976	L12443	1
9977	L12444	0
9978	L12445	0
9979	L12446	1
9980	L12447	0
9981	L12448	0
9982	L12449	0
9983	L12451	0
9984	L12452	1
9985	L12453	0
9986	L12454	0
9987	L12455	1
9988	L12456	0
9989	L12457	0
9990	L12458	0
9991	L12459	0
9992	L12460	0
9993	L12461	0
9994	L12462	0
9995	L12463	0
9996	L12464	0
9997	L12465	0
9998	L12467	0
9999	L12468	0
10000	L12469	0
10001	L12470	1
10002	L12472	0
10003	L12473	0
10004	L12474	0
10005	L12475	0
10006	L12476	1
10007	L12477	0
10008	L12478	0
10009	L12479	0
10010	L12480	1
10011	L12481	0
10012	L12482	0
10013	L12483	0
10014	L12484	0
10015	L12485	0
10016	L12486	1
10017	L12487	0
10018	L12488	0
10019	L12489	0
10020	L12490	0
10021	L12491	0
10022	L12492	0
10023	L12493	1
10024	L12494	1
10025	L12495	0
10026	L12496	0
10027	L12497	0
10028	L12498	0
10029	L12499	0
10030	L12500	0
10031	L12501	0
10032	L12502	0
10033	L12503	0
10034	L12505	0
10035	L12507	0
10036	L12508	0
10037	L12510	0
10038	L12511	0
10039	L12512	0
10040	L12514	0
10041	L12515	1
10042	L12516	0
10043	L12518	0
10044	L12519	0
10045	L12520	0
10046	L12521	0
10047	L12522	0
10048	L12523	0
10049	L12524	0
10050	L12525	0
10051	L12526	0
10052	L12527	0
10053	L12528	0
10054	L12529	0
10055	L12530	0
10056	L12531	0
10057	L12532	1
10058	L12533	1
10059	L12534	0
10060	L12535	0
10061	L12536	0
10062	L12537	0
10063	L12538	0
10064	L12539	0
10065	L12540	0
10066	L12541	0
10067	L12542	1
10068	L12543	0
10069	L12544	0
10070	L12545	0
10071	L12546	0
10072	L12547	0
10073	L12548	0
10074	L12549	0
10075	L12550	0
10076	L12551	0
10077	L12552	0
10078	L12553	0
10079	L12554	0
10080	L12555	1
10081	L12556	0
10082	L12557	0
10083	L12558	0
10084	L12559	0
10085	L12560	1
10086	L12561	0
10087	L12562	0
10088	L12563	0
10089	L12564	0
10090	L12566	0
10091	L12567	0
10092	L12568	0
10093	L12569	0
10094	L12570	0
10095	L12571	0
10096	L12572	0
10097	L12573	0
10098	L12574	0
10099	L12575	0
10100	L12576	0
10101	L12577	0
10102	L12578	0
10103	L12579	0
10104	L12580	0
10105	L12581	1
10106	L12582	0
10107	L12583	0
10108	L12584	0
10109	L12585	0
10110	L12586	0
10111	L12587	0
10112	L12588	0
10113	L12589	0
10114	L12590	0
10115	L12591	0
10116	L12592	0
10117	L12593	0
10118	L12594	0
10119	L12595	0
10120	L12596	0
10121	L12597	0
10122	L12598	0
10123	L12599	0
10124	L12600	0
10125	L12601	1
10126	L12602	0
10127	L12603	0
10128	L12604	0
10129	L12605	0
10130	L12606	0
10131	L12607	0
10132	L12608	0
10133	L12609	1
10134	L12610	0
10135	L12611	1
10136	L12612	0
10137	L12613	0
10138	L12614	0
10139	L12616	0
10140	L12617	0
10141	L12618	0
10142	L12619	0
10143	L12620	0
10144	L12621	1
10145	L12622	0
10146	L12623	0
10147	L12624	0
10148	L12625	1
10149	L12626	1
10150	L12627	0
10151	L12628	0
10152	L12629	0
10153	L12630	1
10154	L12631	0
10155	L12632	0
10156	L12635	0
10157	L12636	0
10158	L12637	1
10159	L12638	0
10160	L12639	0
10161	L12640	0
10162	L12641	1
10163	L12642	0
10164	L12643	0
10165	L12644	0
10166	L12645	0
10167	L12646	1
10168	L12647	1
10169	L12648	0
10170	L12649	0
10171	L12650	1
10172	L12651	0
10173	L12652	0
10174	L12653	0
10175	L12654	0
10176	L12655	0
10177	L12656	0
10178	L12657	0
10179	L12658	0
10180	L12659	0
10181	L12660	0
10182	L12661	0
10183	L12662	0
10184	L12663	0
10185	L12664	1
10186	L12665	0
10187	L12666	0
10188	L12667	0
10189	L12668	0
10190	L12669	0
10191	L12670	0
10192	L12671	0
10193	L12672	0
10194	L12674	1
10195	L12675	0
10196	L12676	0
10197	L12677	0
10198	L12678	0
10199	L12679	0
10200	L12680	0
10201	L12681	0
10202	L12683	0
10203	L12684	0
10204	L12685	0
10205	L12686	0
10206	L12687	0
10207	L12688	1
10208	L12689	0
10209	L12690	0
10210	L12691	0
10211	L12692	0
10212	L12693	0
10213	L12694	0
10214	L12695	0
10215	L12696	0
10216	L12699	1
10217	L12700	0
10218	L12701	0
10219	L12702	0
10220	L12703	0
10221	L12705	0
10222	L12706	0
10223	L12707	0
10224	L12708	0
10225	L12709	0
10226	L12710	0
10227	L12711	0
10228	L12713	1
10229	L12714	1
10230	L12715	0
10231	L12717	0
10232	L12718	0
10233	L12719	0
10234	L12720	0
10235	L12722	0
10236	L12723	0
10237	L12726	0
10238	L12727	0
10239	L12728	0
10240	L12729	0
10241	L12730	0
10242	L12732	0
10243	L12733	0
10244	L12734	0
10245	L12735	0
10246	L12736	0
10247	L12737	0
10248	L12738	0
10249	L12739	0
10250	L12740	0
10251	L12741	0
10252	L12742	0
10253	L12743	0
10254	L12744	0
10255	L12745	1
10256	L12746	0
10257	L12747	0
10258	L12748	0
10259	L12749	0
10260	L12750	0
10261	L12751	0
10262	L12752	0
10263	L12753	0
10264	L12754	1
10265	L12755	0
10266	L12757	0
10267	L12758	0
10268	L12759	0
10269	L12760	0
10270	L12761	1
10271	L12762	0
10272	L12763	0
10273	L12764	0
10274	L12765	0
10275	L12766	0
10276	L12768	0
10277	L12769	0
10278	L12770	0
10279	L12771	0
10280	L12772	0
10281	L12773	0
10282	L12774	0
10283	L12775	0
10284	L12777	0
10285	L12778	0
10286	L12779	0
10287	L12780	0
10288	L12781	0
10289	L12782	0
10290	L12783	0
10291	L12784	1
10292	L12785	0
10293	L12786	0
10294	L12787	0
10295	L12788	0
10296	L12789	1
10297	L12790	0
10298	L12791	0
10299	L12792	1
10300	L12793	0
10301	L12794	0
10302	L12795	0
10303	L12796	0
10304	L12797	0
10305	L12798	0
10306	L12799	0
10307	L12800	0
10308	L12801	0
10309	L12802	0
10310	L12803	0
10311	L12804	0
10312	L12805	0
10313	L12806	1
10314	L12807	0
10315	L12808	0
10316	L12809	0
10317	L12810	0
10318	L12811	0
10319	L12813	0
10320	L12814	0
10321	L12815	0
10322	L12816	0
10323	L12817	0
10324	L12818	0
10325	L12819	0
10326	L12820	0
10327	L12821	0
10328	L12822	0
10329	L12823	1
10330	L12824	1
10331	L12825	0
10332	L12826	0
10333	L12827	0
10334	L12829	0
10335	L12830	0
10336	L12831	0
10337	L12833	0
10338	L12834	0
10339	L12835	0
10340	L12836	0
10341	L12837	0
10342	L12838	0
10343	L12839	0
10344	L12840	0
10345	L12841	0
10346	L12842	0
10347	L12843	0
10348	L12844	0
10349	L12845	0
10350	L12846	0
10351	L12847	0
10352	L12848	0
10353	L12849	0
10354	L12850	0
10355	L12851	0
10356	L12852	0
10357	L12853	1
10358	L12854	0
10359	L12855	0
10360	L12856	0
10361	L12857	0
10362	L12858	0
10363	L12860	0
10364	L12861	0
10365	L12862	0
10366	L12863	0
10367	L12864	0
10368	L12865	0
10369	L12866	0
10370	L12867	0
10371	L12868	0
10372	L12869	0
10373	L12870	0
10374	L12871	0
10375	L12872	0
10376	L12873	0
10377	L12874	0
10378	L12875	1
10379	L12876	0
10380	L12877	0
10381	L12878	0
10382	L12879	0
10383	L12880	0
10384	L12881	0
10385	L12882	0
10386	L12883	0
10387	L12884	0
10388	L12885	0
10389	L12886	0
10390	L12887	0
10391	L12888	0
10392	L12889	1
10393	L12890	1
10394	L12891	1
10395	L12892	0
10396	L12893	0
10397	L12894	0
10398	L12895	0
10399	L12896	0
10400	L12897	1
10401	L12898	0
10402	L12899	1
10403	L12900	0
10404	L12901	0
10405	L12902	0
10406	L12903	1
10407	L12904	0
10408	L12905	0
10409	L12906	0
10410	L12907	0
10411	L12908	0
10412	L12909	0
10413	L12911	0
10414	L12912	1
10415	L12913	0
10416	L12914	1
10417	L12915	0
10418	L12916	0
10419	L12917	0
10420	L12918	0
10421	L12919	0
10422	L12920	0
10423	L12921	1
10424	L12922	1
10425	L12923	0
10426	L12924	0
10427	L12925	1
10428	L12926	0
10429	L12927	0
10430	L12928	0
10431	L12929	0
10432	L12930	0
10433	L12931	0
10434	L12932	0
10435	L12933	0
10436	L12934	0
10437	L12935	0
10438	L12936	0
10439	L12937	0
10440	L12938	0
10441	L12939	0
10442	L12941	0
10443	L12942	0
10444	L12943	1
10445	L12944	0
10446	L12945	0
10447	L12946	1
10448	L12947	0
10449	L12948	0
10450	L12949	0
10451	L12950	0
10452	L12951	1
10453	L12952	0
10454	L12953	0
10455	L12954	0
10456	L12955	0
10457	L12956	0
10458	L12957	0
10459	L12958	0
10460	L12959	0
10461	L12960	0
10462	L12961	0
10463	L12962	1
10464	L12963	1
10465	L12964	0
10466	L12965	0
10467	L12966	0
10468	L12967	0
10469	L12968	0
10470	L12970	0
10471	L12971	0
10472	L12972	0
10473	L12973	0
10474	L12975	0
10475	L12976	0
10476	L12977	0
10477	L12978	0
10478	L12979	0
10479	L12980	0
10480	L12981	0
10481	L12982	0
10482	L12983	0
10483	L12984	0
10484	L12985	0
10485	L12986	0
10486	L12987	0
10487	L12988	1
10488	L12989	0
10489	L12990	0
10490	L12991	0
10491	L12992	0
10492	L12993	0
10493	L12994	0
10494	L12995	0
10495	L12996	0
10496	L12997	0
10497	L12998	0
10498	L12999	0
10499	L13000	0
10500	L13001	1
10501	L13002	0
10502	L13003	0
10503	L13004	0
10504	L13005	0
10505	L13006	0
10506	L13007	0
10507	L13008	0
10508	L13009	1
10509	L13010	0
10510	L13012	0
10511	L13013	0
10512	L13014	0
10513	L13015	0
10514	L13016	0
10515	L13017	0
10516	L13018	0
10517	L13019	1
10518	L13020	0
10519	L13021	0
10520	L13022	0
10521	L13023	0
10522	L13024	0
10523	L13025	0
10524	L13026	0
10525	L13027	0
10526	L13028	0
10527	L13029	0
10528	L13030	0
10529	L13031	0
10530	L13032	0
10531	L13033	0
10532	L13034	0
10533	L13035	0
10534	L13036	0
10535	L13037	0
10536	L13038	0
10537	L13039	0
10538	L13040	0
10539	L13041	0
10540	L13042	0
10541	L13043	0
10542	L13044	1
10543	L13045	0
10544	L13046	0
10545	L13047	0
10546	L13048	0
10547	L13049	0
10548	L13050	0
10549	L13051	0
10550	L13052	0
10551	L13053	0
10552	L13054	0
10553	L13055	0
10554	L13056	0
10555	L13057	0
10556	L13058	0
10557	L13059	0
10558	L13060	0
10559	L13062	1
10560	L13063	1
10561	L13064	0
10562	L13065	0
10563	L13066	0
10564	L13067	0
10565	L13068	0
10566	L13069	0
10567	L13070	0
10568	L13071	1
10569	L13072	0
10570	L13073	0
10571	L13074	0
10572	L13075	0
10573	L13076	0
10574	L13077	0
10575	L13078	0
10576	L13079	0
10577	L13080	0
10578	L13081	0
10579	L13082	0
10580	L13084	0
10581	L13085	0
10582	L13086	0
10583	L13087	0
10584	L13088	0
10585	L13089	1
10586	L13090	0
10587	L13091	0
10588	L13092	0
10589	L13093	0
10590	L13094	0
10591	L13095	0
10592	L13096	0
10593	L13097	0
10594	L13098	0
10595	L13099	0
10596	L13100	0
10597	L13101	0
10598	L13102	0
10599	L13103	0
10600	L13105	1
10601	L13106	0
10602	L13107	0
10603	L13108	0
10604	L13109	0
10605	L13110	0
10606	L13112	0
10607	L13114	0
10608	L13115	0
10609	L13116	0
10610	L13117	1
10611	L13118	0
10612	L13119	0
10613	L13120	0
10614	L13121	0
10615	L13122	0
10616	L13123	0
10617	L13124	1
10618	L13125	0
10619	L13126	1
10620	L13127	0
10621	L13128	0
10622	L13129	0
10623	L13130	0
10624	L13131	0
10625	L13132	0
10626	L13133	0
10627	L13134	0
10628	L13135	0
10629	L13136	0
10630	L13137	0
10631	L13138	0
10632	L13139	0
10633	L13140	1
10634	L13141	1
10635	L13142	0
10636	L13143	1
10637	L13144	0
10638	L13145	0
10639	L13146	0
10640	L13147	0
10641	L13148	0
10642	L13149	1
10643	L13150	0
10644	L13151	0
10645	L13152	1
10646	L13153	0
10647	L13154	0
10648	L13156	0
10649	L13157	0
10650	L13158	0
10651	L13159	0
10652	L13161	0
10653	L13162	0
10654	L13163	0
10655	L13164	0
10656	L13165	1
10657	L13166	0
10658	L13167	0
10659	L13168	0
10660	L13169	0
10661	L13170	1
10662	L13171	0
10663	L13172	0
10664	L13173	0
10665	L13174	0
10666	L13175	0
10667	L13176	0
10668	L13177	1
10669	L13178	0
10670	L13179	1
10671	L13180	0
10672	L13182	0
10673	L13183	1
10674	L13184	0
10675	L13185	0
10676	L13186	0
10677	L13187	0
10678	L13188	0
10679	L13189	0
10680	L13190	0
10681	L13191	0
10682	L13192	1
10683	L13193	0
10684	L13194	0
10685	L13195	0
10686	L13197	0
10687	L13198	0
10688	L13199	0
10689	L13200	0
10690	L13201	1
10691	L13202	1
10692	L13203	0
10693	L13204	0
10694	L13205	0
10695	L13206	0
10696	L13207	0
10697	L13208	0
10698	L13209	0
10699	L13210	0
10700	L13211	1
10701	L13212	1
10702	L13213	0
10703	L13214	1
10704	L13215	0
10705	L13216	0
10706	L13217	0
10707	L13218	0
10708	L13219	0
10709	L13220	0
10710	L13221	0
10711	L13222	0
10712	L13223	0
10713	L13224	0
10714	L13225	0
10715	L13227	0
10716	L13228	0
10717	L13229	0
10718	L13230	0
10719	L13232	0
10720	L13233	0
10721	L13235	1
10722	L13237	0
10723	L13238	0
10724	L13239	0
10725	L13240	0
10726	L13241	0
10727	L13242	0
10728	L13243	0
10729	L13244	0
10730	L13245	0
10731	L13246	0
10732	L13247	0
10733	L13249	0
10734	L13250	0
10735	L13251	0
10736	L13252	0
10737	L13253	0
10738	L13254	0
10739	L13255	0
10740	L13256	0
10741	L13257	0
10742	L13258	0
10743	L13259	0
10744	L13260	0
10745	L13261	0
10746	L13262	0
10747	L13263	0
10748	L13264	0
10749	L13265	0
10750	L13266	0
10751	L13268	0
10752	L13269	1
10753	L13271	0
10754	L13272	0
10755	L13273	1
10756	L13274	0
10757	L13275	0
10758	L13276	1
10759	L13277	0
10760	L13278	0
10761	L13279	0
10762	L13280	0
10763	L13281	0
10764	L13282	0
10765	L13283	0
10766	L13284	0
10767	L13285	0
10768	L13286	0
10769	L13287	0
10770	L13288	0
10771	L13289	0
10772	L13290	0
10773	L13291	0
10774	L13292	0
10775	L13293	0
10776	L13294	0
10777	L13295	0
10778	L13296	0
10779	L13297	0
10780	L13298	0
10781	L13299	0
10782	L13300	0
10783	L13302	1
10784	L13303	0
10785	L13304	0
10786	L13305	1
10787	L13306	0
10788	L13307	0
10789	L13308	0
10790	L13309	0
10791	L13310	0
10792	L13311	1
10793	L13312	0
10794	L13313	0
10795	L13314	0
10796	L13315	0
10797	L13316	0
10798	L13317	0
10799	L13318	0
10800	L13319	0
10801	L13320	0
10802	L13321	0
10803	L13322	0
10804	L13323	1
10805	L13324	0
10806	L13325	0
10807	L13326	0
10808	L13327	0
10809	L13328	0
10810	L13329	0
10811	L13330	1
10812	L13331	0
10813	L13332	0
10814	L13333	1
10815	L13334	0
10816	L13335	0
10817	L13336	0
10818	L13337	0
10819	L13338	0
10820	L13339	0
10821	L13340	0
10822	L13341	0
10823	L13342	1
10824	L13343	0
10825	L13344	0
10826	L13346	0
10827	L13347	0
10828	L13348	0
10829	L13349	0
10830	L13350	0
10831	L13351	0
10832	L13352	1
10833	L13353	1
10834	L13354	0
10835	L13355	0
10836	L13356	0
10837	L13357	0
10838	L13358	0
10839	L13359	0
10840	L13360	0
10841	L13361	0
10842	L13362	0
10843	L13363	1
10844	L13364	0
10845	L13365	0
10846	L13366	0
10847	L13367	0
10848	L13368	0
10849	L13369	0
10850	L13370	0
10851	L13371	1
10852	L13372	0
10853	L13373	1
10854	L13374	0
10855	L13375	0
10856	L13376	1
10857	L13377	0
10858	L13378	0
10859	L13379	0
10860	L13380	0
10861	L13381	1
10862	L13382	0
10863	L13383	0
10864	L13384	0
10865	L13385	0
10866	L13386	0
10867	L13387	0
10868	L13388	0
10869	L13389	0
10870	L13390	0
10871	L13391	0
10872	L13393	0
10873	L13394	0
10874	L13395	0
10875	L13396	0
10876	L13397	0
10877	L13398	0
10878	L13399	0
10879	L13400	0
10880	L13401	0
10881	L13402	0
10882	L13403	0
10883	L13404	0
10884	L13405	0
10885	L13406	0
10886	L13407	0
10887	L13408	0
10888	L13409	0
10889	L13410	0
10890	L13411	0
10891	L13412	0
10892	L13413	0
10893	L13414	0
10894	L13415	0
10895	L13416	0
10896	L13417	0
10897	L13418	0
10898	L13419	0
10899	L13420	0
10900	L13421	0
10901	L13422	0
10902	L13423	0
10903	L13424	0
10904	L13425	0
10905	L13426	0
10906	L13427	0
10907	L13428	0
10908	L13429	0
10909	L13430	0
10910	L13431	0
10911	L13432	0
10912	L13433	0
10913	L13434	0
