locus_p	pvalues_p	_q	Comp.1_outl	never_outl	efs1
L8364	0.641450304913112	0.998190750915127	0	0	0.0236819192456702
L8365	0.0573688260044995	0.91233630998576	0	0	0.0816414977060485
L8366	0.649451643083597	0.998190750915127	0	0	-0.0303307933846764
L8367	0.0228777331125194	0.778796489374066	0	0	0.0890591939701401
L8368	0.585599340959208	0.998190750915127	0	0	-0.0307366953244184
L8369	0.537854668883349	0.997307328883371	0	0	0.0336321104193324
L8370	0.964088464573862	0.999260389225606	0	0	0.00309491032114595
L8371	0.358548646847947	0.997307328883371	0	0	-0.0537793500405878
L8372	0.918006875468257	0.999260389225606	0	0	0.00673963846013462
L8373	0.653926636074235	0.998190750915127	0	0	0.0130052659616024
L8374	0.979226125640458	0.999260389225606	0	0	0.000994321368344036
L8375	0.644198511814104	0.998190750915127	0	0	0.0168564666388844
L8377	0.017077936514303	0.718235960087931	0	0	-0.0781053442735933
L8378	0.987720584721012	0.999260389225606	0	0	0.00109657215209626
L8379	0.210338805573917	0.997307328883371	0	0	-0.0436173807890957
L8380	0.396572535644982	0.997307328883371	0	0	-0.0401259305829979
L8381	0.704868560491895	0.999019844983242	0	0	-0.0225447333197657
L8383	0.459666262103565	0.997307328883371	0	0	0.0661072838439867
L8384	0.239456920775471	0.997307328883371	0	0	0.0411138828233258
L8385	0.935796682214711	0.999260389225606	0	0	-0.00307260935879295
L8388	0.77002959789251	0.999063793308772	0	0	0.0080956671643195
L8390	0.842663024891874	0.999260389225606	0	0	0.00945933960557524
L8391	0.201157468139224	0.997307328883371	0	0	-0.0505636043550887
L8392	0.757411120000738	0.999019844983242	0	0	-0.00578106649398564
L8393	0.530414783354043	0.997307328883371	0	0	-0.0243227712377051
L8394	0.829842314260737	0.999260389225606	0	0	0.00441327477733543
L8395	0.144231807230712	0.997307328883371	0	0	-0.0676682329102163
L8396	0.390526286187724	0.997307328883371	0	0	-0.0430020553532783
L8397	0.760758072448319	0.999019844983242	0	0	0.0104333418039883
L8398	0.542087419124099	0.997307328883371	0	0	-0.0350536622341233
L8400	0.757031944819964	0.999019844983242	0	0	-0.0169915446976968
L8401	0.928624269316072	0.999260389225606	0	0	0.00743019762812629
L8402	0.445302807012371	0.997307328883371	0	0	0.0429322169836098
L8404	0.0748883283943424	0.957767006922899	0	0	0.0399205072954066
L8405	0.497023377999755	0.997307328883371	0	0	0.0335070344127925
L8406	0.239253594891205	0.997307328883371	0	0	0.0398872396913557
L8407	0.361524838843085	0.997307328883371	0	0	-0.0365989280477014
L8408	0.314302325961958	0.997307328883371	0	0	-0.0323549984336238
L8409	0.56014961804616	0.997307328883371	0	0	0.0210750627229386
L8410	0.990170223092659	0.999260389225606	0	0	0.000465704919559551
L8411	0.232054763259923	0.997307328883371	0	0	-0.0629171349654263
L8412	0.855633471667679	0.999260389225606	0	0	0.00943878446376306
L8413	0.318903791208274	0.997307328883371	0	0	0.0365102063412348
L8415	0.217719644387596	0.997307328883371	0	0	0.0445400237046996
L8416	0.669054331237392	0.998326473555182	0	0	0.0175068585624595
L8417	0.303649033114675	0.997307328883371	0	0	-0.0467751805459648
L8418	0.563297804151331	0.997475930282698	0	0	0.0445846022645567
L8419	0.483069551275626	0.997307328883371	0	0	0.0206336058936601
L8421	0.131706953136001	0.997307328883371	0	0	-0.0413983039157007
L8423	0.355266638412874	0.997307328883371	0	0	-0.0443802543115925
L8424	0.523824075363923	0.997307328883371	0	0	0.023028011837902
L8425	0.534784763624172	0.997307328883371	0	0	0.0351832509577183
L8426	0.979215429294892	0.999260389225606	0	0	0.000924516225175954
L8427	0.281188977935594	0.997307328883371	0	0	0.0513542399894629
L8428	0.94878675903432	0.999260389225606	0	0	0.00240509793527223
L8430	0.514448726375943	0.997307328883371	0	0	-0.0331439044253155
L8431	0.412898642187416	0.997307328883371	0	0	0.0337557648533746
L8432	0.255697094312777	0.997307328883371	0	0	-0.055405386826959
L8433	0.798704769622428	0.999260389225606	0	0	-0.0198633175390824
L8434	0.415339939416217	0.997307328883371	0	0	-0.0346540591541036
L8435	0.489301669005173	0.997307328883371	0	0	-0.0308317733058438
L8436	0.0780400192049681	0.961353377703812	0	0	0.054586350203724
L8437	0.722449001225099	0.999019844983242	0	0	-0.0141151371390834
L8438	0.860983135466607	0.999260389225606	0	0	0.0063541001095909
L8439	0.680885933054651	0.99877990475628	0	0	-0.0256417451164843
L8440	0.268613999086592	0.997307328883371	0	0	0.084630139301595
L8443	0.757055354752885	0.999019844983242	0	0	0.0149182811136818
L8444	0.535627884625722	0.997307328883371	0	0	0.0160359153012584
L8445	0.00828209152782313	0.609384032683698	0	0	0.100215460885047
L8446	0.968934263339103	0.999260389225606	0	0	0.000862027806813857
L8447	0.041556420941547	0.88295942257007	0	0	0.0932692790930645
L8448	0.972851244337779	0.999260389225606	0	0	-0.00134455535140966
L8449	0.579002929841027	0.998190750915127	0	0	-0.0239589133626334
L8450	0.04444622034496	0.885662614943673	0	0	-0.0993779486355223
L8451	0.0402209646269832	0.880374299133506	0	0	-0.0765146503341056
L8452	0.312331234031898	0.997307328883371	0	0	-0.0395144591291295
L8453	0.0763611755550388	0.958259267584091	0	0	0.0489543747936123
L8454	0.0648897049177055	0.934462248639798	0	0	0.0762155347442331
L8455	0.0198555728938413	0.742981928366914	0	0	0.081294623722261
L8456	0.0315683531625874	0.842717499193722	0	0	0.0825337134909916
L8457	0.914299311918025	0.999260389225606	0	0	0.00478471991773367
L8458	0.363898989368649	0.997307328883371	0	0	0.0369701196478351
L8460	0.676135700284474	0.99877990475628	0	0	-0.0191997011817368
L8462	0.606116962401255	0.998190750915127	0	0	-0.0147336336728659
L8463	0.250160573074371	0.997307328883371	0	0	-0.0561926769792274
L8464	0.193650117167964	0.997307328883371	0	0	0.0471881339125745
L8465	0.949051145475221	0.999260389225606	0	0	0.00261136666676729
L8466	0.302057168996671	0.997307328883371	0	0	0.0441757083070938
L8467	0.963114006937286	0.999260389225606	0	0	-0.00186963106557536
L8468	0.922201427262035	0.999260389225606	0	0	-0.00357018572598344
L8469	0.467966562255114	0.997307328883371	0	0	-0.0470381400704276
L8470	0.279162130129843	0.997307328883371	0	0	-0.0432865812454518
L8471	6.13727566577091e-05	0.070110979891853	1	1	-0.117425482151798
L8472	0.445416208033586	0.997307328883371	0	0	-0.0247942659765402
L8473	0.820643177161913	0.999260389225606	0	0	-0.00872022417735115
L8474	0.199580943542626	0.997307328883371	0	0	-0.0390567460668334
L8475	0.283749084002769	0.997307328883371	0	0	0.0592571429352224
L8476	0.323845302259045	0.997307328883371	0	0	-0.0344337937447287
L8477	0.440815918042615	0.997307328883371	0	0	-0.0344643923439253
L8478	0.523524447065544	0.997307328883371	0	0	-0.0226947464395712
L8479	0.861738205318058	0.999260389225606	0	0	-0.00677740411326593
L8480	0.573648390272697	0.998190750915127	0	0	0.0353798608772649
L8481	0.414708881994333	0.997307328883371	0	0	-0.0426657558520882
L8482	0.661583393667097	0.998190750915127	0	0	0.0141198119301895
L8483	0.181538775636433	0.997307328883371	0	0	-0.0561064653207224
L8484	0.817440469263977	0.999260389225606	0	0	-0.0124517884168107
L8485	0.545682299739765	0.997307328883371	0	0	0.0519855616541989
L8486	0.527579963550525	0.997307328883371	0	0	-0.0480295751477188
L8487	0.288733076460191	0.997307328883371	0	0	0.0378833601788859
L8488	0.404680538509506	0.997307328883371	0	0	-0.0446293644862982
L8489	0.488304314608757	0.997307328883371	0	0	-0.0376257787790257
L8490	0.585514026992962	0.998190750915127	0	0	-0.0286901149346882
L8491	0.912405156947627	0.999260389225606	0	0	-0.00549618844617494
L8492	0.606835863343811	0.998190750915127	0	0	-0.0243207222803474
L8494	0.493080534384509	0.997307328883371	0	0	0.0278151369138225
L8495	0.296645111432197	0.997307328883371	0	0	0.0597481658500961
L8496	0.959499112725436	0.999260389225606	0	0	-0.00308355158722232
L8497	0.201831815618336	0.997307328883371	0	0	-0.0321146632892061
L8498	0.0842660416514188	0.965194045820535	0	0	0.0441048357620079
L8499	0.385546656836417	0.997307328883371	0	0	0.0541877112131492
L8500	0.0924448174765298	0.974520875039925	0	0	0.108486795244189
L8502	0.515694474117726	0.997307328883371	0	0	-0.014430748198991
L8503	0.0855436416827113	0.965194045820535	0	0	0.0596947467206185
L8504	0.348609098601871	0.997307328883371	0	0	-0.0425879511785245
L8506	0.523585248366427	0.997307328883371	0	0	0.023274954524497
L8507	0.637313211091864	0.998190750915127	0	0	0.022064319457058
L8508	0.891985328206123	0.999260389225606	0	0	0.00731329950376617
L8509	0.663982285274872	0.998190750915127	0	0	0.0134381691006658
L8510	0.136224001845079	0.997307328883371	0	0	0.0934018998595373
L8511	0.516376877696198	0.997307328883371	0	0	-0.0215503924090389
L8512	0.891217754591438	0.999260389225606	0	0	-0.0059504811311066
L8514	0.505251630448329	0.997307328883371	0	0	0.0513031019444178
L8515	0.341529122641452	0.997307328883371	0	0	0.040120449362921
L8516	0.171618156801894	0.997307328883371	0	0	0.0544992707560053
L8518	0.706536861927442	0.999019844983242	0	0	-0.0158332214838227
L8520	0.305398604672089	0.997307328883371	0	0	0.034761060619156
L8521	0.360490655259101	0.997307328883371	0	0	0.0228185894340313
L8522	0.898304132461999	0.999260389225606	0	0	-0.00749946555783238
L8523	0.443234520503446	0.997307328883371	0	0	-0.0234697157587355
L8525	0.0982631460667633	0.984897847693142	0	0	0.0520475444045987
L8526	0.405293755236453	0.997307328883371	0	0	-0.0361021945898954
L8527	0.51523912780757	0.997307328883371	0	0	0.0169295282645553
L8528	0.817215108908731	0.999260389225606	0	0	-0.00493173842830435
L8529	0.0292830616836189	0.835418867695732	0	0	0.0465519837210403
L8531	0.73449299684663	0.999019844983242	0	0	0.00921414419147677
L8532	0.5992433527951	0.998190750915127	0	0	-0.0193324847911282
L8533	0.659132098103699	0.998190750915127	0	0	-0.0163552043140402
L8534	0.20382646237149	0.997307328883371	0	0	-0.0689631270047164
L8535	0.935808026617868	0.999260389225606	0	0	-0.00327055678581641
L8536	0.108840934921462	0.993895922031916	0	0	0.0385466824882906
L8537	0.912378742007799	0.999260389225606	0	0	-0.00582280384123997
L8538	0.700794225375778	0.999019844983242	0	0	-0.0115480634051406
L8539	0.820775020052059	0.999260389225606	0	0	-0.00816328365132554
L8540	0.23564446664269	0.997307328883371	0	0	-0.0593672805678341
L8541	0.0778720844880505	0.961353377703812	0	0	0.0680298685215955
L8542	0.216124803895324	0.997307328883371	0	0	-0.0462318127186803
L8545	0.535876851131447	0.997307328883371	0	0	-0.0260444189091827
L8546	0.972556060252555	0.999260389225606	0	0	-0.00124803849003702
L8547	0.904747633916635	0.999260389225606	0	0	-0.00663829072571341
L8548	0.707671930052924	0.999019844983242	0	0	0.0192547495670719
L8549	0.942640996166312	0.999260389225606	0	0	0.00270292258033166
L8550	0.621076043711238	0.998190750915127	0	0	0.0227578492121513
L8551	0.865375578450533	0.999260389225606	0	0	-0.0058865391654074
L8553	0.0995073177255894	0.984955014263741	0	0	-0.0540563169569998
L8554	0.667682195628396	0.998190750915127	0	0	-0.0211613361778039
L8556	0.391608582618095	0.997307328883371	0	0	0.0194289022098041
L8557	0.0690125523484736	0.942273703224554	0	0	0.063743151624361
L8558	0.290760099514598	0.997307328883371	0	0	-0.0526339099170781
L8559	0.0700871079528308	0.944641263403847	0	0	0.10476423469518
L8560	0.686990987435296	0.99877990475628	0	0	-0.0118000790386886
L8561	0.225769451147666	0.997307328883371	0	0	0.0957867245931188
L8562	0.144137585628904	0.997307328883371	0	0	0.0398676956279914
L8563	0.499603327623448	0.997307328883371	0	0	0.024886221226325
L8564	0.358420419812688	0.997307328883371	0	0	0.0747042635540478
L8565	0.801174788185929	0.999260389225606	0	0	0.00741060109423937
L8566	0.999310154095525	0.999982221720816	0	0	-3.5885201060138e-05
L8567	0.0148051863006724	0.680551286946278	0	0	0.0500670104177806
L8568	0.281599659447864	0.997307328883371	0	0	0.0408900426497506
L8569	0.6956690877633	0.999019844983242	0	0	0.0166639747755546
L8570	0.154302326970017	0.997307328883371	0	0	-0.0572132855989195
L8571	0.682190586529978	0.99877990475628	0	0	0.0159536630094714
L8572	0.310181832195654	0.997307328883371	0	0	-0.0559319446909971
L8573	0.179458887987028	0.997307328883371	0	0	-0.0563315026605666
L8574	0.989747441910486	0.999260389225606	0	0	-0.00050186674581873
L8575	0.954059378757848	0.999260389225606	0	0	-0.00235110144778825
L8576	0.710888003641357	0.999019844983242	0	0	-0.0126053517890276
L8577	0.834733983579494	0.999260389225606	0	0	-0.00682546870966694
L8578	0.411492843282952	0.997307328883371	0	0	-0.0404979037359844
L8579	0.894498606562004	0.999260389225606	0	0	0.00891664388588258
L8580	0.346491702284204	0.997307328883371	0	0	0.0265955799120975
L8581	0.802249586360295	0.999260389225606	0	0	0.0134403681971991
L8582	0.944185147751027	0.999260389225606	0	0	-0.00317632486727698
L8583	0.180641018165775	0.997307328883371	0	0	-0.0469726414174593
L8584	0.0859572119069785	0.965194045820535	0	0	-0.0817207399966083
L8586	0.793881168849016	0.999260389225606	0	0	-0.0099486614831395
L8587	0.0910983683402265	0.971168337272457	0	0	-0.0669591464974705
L8588	0.88763882450029	0.999260389225606	0	0	0.00763181028579845
L8589	0.892156714523802	0.999260389225606	0	0	0.00821882562069348
L8590	0.28970133897215	0.997307328883371	0	0	0.0414837228396011
L8591	0.528727222671357	0.997307328883371	0	0	-0.0252716702077755
L8592	0.82067719710582	0.999260389225606	0	0	-0.00856334852843175
L8593	0.402415094561713	0.997307328883371	0	0	-0.0477010932131957
L8594	0.0567650805740124	0.911088628272899	0	0	0.069606428899933
L8595	0.899738391815253	0.999260389225606	0	0	0.00700160819081899
L8596	0.142313188027743	0.997307328883371	0	0	-0.0516477712785594
L8597	0.506763781075253	0.997307328883371	0	0	0.0283600415500265
L8598	0.00742757866878284	0.583753195337487	0	0	-0.0749557263181166
L8599	0.18557820506616	0.997307328883371	0	0	0.0350000576387778
L8601	0.870057132849138	0.999260389225606	0	0	0.00747918489446062
L8602	0.0171563297451165	0.718571337709296	0	0	0.0666184043468683
L8603	0.842464372669359	0.999260389225606	0	0	-0.00785924780150292
L8604	0.0578454402950474	0.91310617645049	0	0	-0.0867722116235297
L8605	0.998549613119084	0.999982221720816	0	0	-5.55543589317859e-05
L8606	0.124134272946384	0.997307328883371	0	0	-0.0466026573387229
L8607	0.782734358487939	0.999260389225606	0	0	-0.0113185732536671
L8608	0.984861587774236	0.999260389225606	0	0	0.000715287610269854
L8609	0.591873044256085	0.998190750915127	0	0	0.0235828766728108
L8610	0.645617189010718	0.998190750915127	0	0	0.0167142040215867
L8611	0.788719245697788	0.999260389225606	0	0	-0.0127597656905576
L8612	0.556512372473905	0.997307328883371	0	0	0.0254919110202272
L8613	0.85779604577047	0.999260389225606	0	0	-0.00632107236007422
L8614	0.707219743930168	0.999019844983242	0	0	0.0201558468496016
L8615	0.325698158604717	0.997307328883371	0	0	0.0328885291964727
L8617	0.601356370899355	0.998190750915127	0	0	0.0272810238672596
L8618	0.419522923843053	0.997307328883371	0	0	-0.0325100027707113
L8619	0.355459852600402	0.997307328883371	0	0	-0.0311478746082174
L8620	0.510682801903147	0.997307328883371	0	0	0.0308005900660985
L8621	0.581230124251104	0.998190750915127	0	0	-0.021796686352554
L8622	0.0621614160462284	0.930745701857463	0	0	0.0700524631349912
L8626	0.0193244129741757	0.737634425859089	0	0	0.0996978237034678
L8627	0.239215941019035	0.997307328883371	0	0	0.0704071841317682
L8628	0.999844846285368	0.999982221720816	0	0	6.73527553345205e-06
L8629	0.961814257617422	0.999260389225606	0	0	0.00160740173564983
L8630	0.916223103046689	0.999260389225606	0	0	0.00408494152014575
L8631	0.381350167079368	0.997307328883371	0	0	0.0291724802502837
L8632	0.361695224142601	0.997307328883371	0	0	-0.042590028611292
L8633	0.596559215016137	0.998190750915127	0	0	0.0209751632122242
L8634	0.168574554682566	0.997307328883371	0	0	-0.0527975291480749
L8636	0.630954962419043	0.998190750915127	0	0	0.0241812849746468
L8637	0.772498219798535	0.999260389225606	0	0	-0.0106809123968667
L8638	0.737947584853176	0.999019844983242	0	0	0.0109526838750349
L8639	0.611029492073909	0.998190750915127	0	0	-0.0236399193512657
L8640	0.730983307704953	0.999019844983242	0	0	0.0114741638701737
L8641	0.405429999559023	0.997307328883371	0	0	-0.0397428596054368
L8642	0.940819874791689	0.999260389225606	0	0	0.00395553439891385
L8643	0.192116357953899	0.997307328883371	0	0	0.033542623604579
L8644	0.403941315072451	0.997307328883371	0	0	0.0234985114398508
L8645	0.697630211534385	0.999019844983242	0	0	0.0173528997580844
L8646	0.353023599624506	0.997307328883371	0	0	-0.0440885174446895
L8647	0.754248776424191	0.999019844983242	0	0	-0.0120525000529267
L8648	0.860708067740717	0.999260389225606	0	0	-0.00765209649586591
L8650	0.569261825973093	0.998133664860659	0	0	0.0133654271000005
L8651	0.769335519352362	0.999019844983242	0	0	0.0087443968867421
L8653	0.866223056545001	0.999260389225606	0	0	-0.00930057023891958
L8654	0.37543976432646	0.997307328883371	0	0	-0.0314099134258526
L8656	0.332519187133045	0.997307328883371	0	0	-0.0433525449519949
L8657	0.862412851616646	0.999260389225606	0	0	-0.00474761878123635
L8658	0.701753921351019	0.999019844983242	0	0	0.0105897474694278
L8659	0.456158461369314	0.997307328883371	0	0	-0.0374578526299445
L8660	0.414903449909333	0.997307328883371	0	0	-0.0379848333347974
L8661	0.839354991662264	0.999260389225606	0	0	-0.00938114731979303
L8662	0.775895846319736	0.999260389225606	0	0	-0.0123193305376662
L8663	0.104361688666417	0.991207276529044	0	0	0.0602596930537179
L8665	0.876548462803613	0.999260389225606	0	0	-0.0117026534398964
L8666	0.779048506612388	0.999260389225606	0	0	0.0170491641110401
L8667	0.730312991829829	0.999019844983242	0	0	-0.0123358379965688
L8668	0.145255131372814	0.997307328883371	0	0	-0.0634403188067919
L8669	0.634731860471561	0.998190750915127	0	0	0.0187348779353262
L8670	0.607888784635505	0.998190750915127	0	0	-0.0145574651816201
L8671	0.913187423107964	0.999260389225606	0	0	-0.0061699078666175
L8672	0.999185200178849	0.999982221720816	0	0	-4.98238501996558e-05
L8673	0.88313097031348	0.999260389225606	0	0	-0.00776140568433626
L8674	0.843010441034514	0.999260389225606	0	0	-0.00779183056001138
L8675	0.165738375990703	0.997307328883371	0	0	-0.038883809073489
L8676	0.00231463702280201	0.346271207337389	0	0	-0.118418420360072
L8677	0.537051409306194	0.997307328883371	0	0	-0.0272947097269857
L8678	0.252910871628049	0.997307328883371	0	0	0.0425652147881395
L8679	0.548698046607299	0.997307328883371	0	0	0.0244337486856108
L8680	0.26352359292527	0.997307328883371	0	0	0.0567514267732759
L8681	0.113225660519953	0.994809455818849	0	0	0.0820914794028208
L8682	0.32946850223264	0.997307328883371	0	0	-0.0430555904844283
L8683	0.757249363312268	0.999019844983242	0	0	-0.0155539284018751
L8684	0.551274319033459	0.997307328883371	0	0	0.0183168488409289
L8685	0.341686966653744	0.997307328883371	0	0	0.0362313019213718
L8686	0.706035320320348	0.999019844983242	0	0	-0.0131022938750998
L8687	0.666843081521414	0.998190750915127	0	0	-0.0140026927104632
L8688	0.813216309095873	0.999260389225606	0	0	-0.0089495594182071
L8689	0.972671716338391	0.999260389225606	0	0	0.00171528549206757
L8690	0.835744998976268	0.999260389225606	0	0	0.00888548233939022
L8691	0.330286827610784	0.997307328883371	0	0	-0.0430071475905094
L8692	0.907513094339956	0.999260389225606	0	0	0.00499065831452915
L8693	0.0830901424212604	0.965194045820535	0	0	0.0399294594414105
L8694	0.542184575621244	0.997307328883371	0	0	-0.0171632767131619
L8695	0.866885690126527	0.999260389225606	0	0	-0.00529877683650458
L8696	0.56678416227031	0.997911376676789	0	0	-0.0226211028767449
L8697	0.178163384568179	0.997307328883371	0	0	-0.0446854367133382
L8698	0.781164756508318	0.999260389225606	0	0	0.0170758579098234
L8699	0.835123766447054	0.999260389225606	0	0	-0.0087502395619906
L8700	0.333133626092871	0.997307328883371	0	0	-0.0368311185662348
L8701	0.43784440495994	0.997307328883371	0	0	0.0323181444717027
L8703	0.311109681715785	0.997307328883371	0	0	-0.046395842109467
L8704	0.973580241840094	0.999260389225606	0	0	-0.00161581894217356
L8705	0.973475325431181	0.999260389225606	0	0	-0.00138533637793115
L8706	0.668094542732356	0.998190750915127	0	0	0.0315567877367919
L8708	0.235313610716437	0.997307328883371	0	0	0.0591419027673937
L8709	0.986056245675228	0.999260389225606	0	0	-0.000840204718614229
L8710	0.277028891558039	0.997307328883371	0	0	0.0636648064138939
L8711	0.0147662905842179	0.680551286946278	0	0	0.0593912071196944
L8712	0.88517515591197	0.999260389225606	0	0	0.00657974381814806
L8713	0.803947551673707	0.999260389225606	0	0	0.0133038836882601
L8715	0.964073349795055	0.999260389225606	0	0	0.00194773954734089
L8716	0.871160737798655	0.999260389225606	0	0	-0.00938904144413929
L8717	0.0110057152422767	0.651620536131799	0	0	0.067391071253853
L8718	0.00218337038160313	0.33841345359451	0	0	0.0776526461752513
L8719	0.349900110888405	0.997307328883371	0	0	-0.0408015909803457
L8720	0.376917316163794	0.997307328883371	0	0	0.054865615031575
L8721	0.0658736215410976	0.937396963348152	0	0	0.0568174968481426
L8722	0.739847379146632	0.999019844983242	0	0	0.0119024208512998
L8723	0.505070251973233	0.997307328883371	0	0	0.0336733123082175
L8725	0.847681378463856	0.999260389225606	0	0	-0.00912688407349106
L8726	0.91327051565638	0.999260389225606	0	0	0.00446514823026576
L8727	0.0903240866375168	0.969899938860454	0	0	-0.055227118353029
L8728	0.329382349421594	0.997307328883371	0	0	-0.0361337819106659
L8730	0.86058869893806	0.999260389225606	0	0	-0.0102114261309738
L8731	0.137722156602375	0.997307328883371	0	0	-0.0673185710577219
L8732	0.461701649575631	0.997307328883371	0	0	0.0234122540482579
L8733	0.8633913903453	0.999260389225606	0	0	-0.00482196444280078
L8734	0.199929895892194	0.997307328883371	0	0	-0.0428291807114369
L8735	0.243074634972927	0.997307328883371	0	0	-0.051226147867058
L8736	0.704609549452435	0.999019844983242	0	0	0.013529984489437
L8737	0.654194620777802	0.998190750915127	0	0	0.0168125319656264
L8738	0.10435013143906	0.991207276529044	0	0	-0.071385105106242
L8739	0.392440997906412	0.997307328883371	0	0	0.0315820158023397
L8740	0.0155399444399337	0.697515631856824	0	0	-0.0955977867679991
L8742	0.376740314558886	0.997307328883371	0	0	-0.0469399506418159
L8743	0.994410053667906	0.999270053930198	0	0	0.000395553689832471
L8744	0.835432124940505	0.999260389225606	0	0	0.00735033239589006
L8745	0.0695322209803829	0.943575416110789	0	0	0.0660831256166327
L8746	0.426316532934199	0.997307328883371	0	0	0.0266412376277376
L8747	0.215532739237322	0.997307328883371	0	0	-0.0477758300646567
L8749	0.723518895390403	0.999019844983242	0	0	0.0139225779627711
L8750	0.487304637752345	0.997307328883371	0	0	-0.034818618302531
L8751	0.749358982097749	0.999019844983242	0	0	0.0114441986280079
L8752	0.81441122499536	0.999260389225606	0	0	-0.0119901118133386
L8753	0.0158067515181832	0.699675834544409	0	0	0.0640437594684802
L8755	0.140289961334944	0.997307328883371	0	0	0.0451784739084191
L8757	0.942514610301345	0.999260389225606	0	0	0.00413916912278047
L8758	0.204624289221898	0.997307328883371	0	0	-0.0433310815932662
L8759	0.288661880284394	0.997307328883371	0	0	0.0322350212063187
L8760	0.200406039553247	0.997307328883371	0	0	-0.05109748847247
L8761	0.424544716337199	0.997307328883371	0	0	0.037378247559949
L8762	0.527150970843173	0.997307328883371	0	0	-0.0308146947517076
L8763	0.548778045692121	0.997307328883371	0	0	0.0263250358419032
L8764	0.371154714563437	0.997307328883371	0	0	0.0365922901767875
L8766	0.593391595258961	0.998190750915127	0	0	-0.0197202596469809
L8767	0.0064436845204429	0.560799835889643	0	0	0.0858383884378393
L8768	0.232846085552525	0.997307328883371	0	0	-0.0467269762900561
L8769	0.878910352883577	0.999260389225606	0	0	-0.00761175042769925
L8770	0.759032711228066	0.999019844983242	0	0	0.0109113976669622
L8771	0.988834251203574	0.999260389225606	0	0	-0.000771217236467239
L8772	0.42790673008026	0.997307328883371	0	0	0.0687894996060324
L8773	0.485541216872427	0.997307328883371	0	0	0.0256376008858274
L8775	0.693805642730039	0.999019844983242	0	0	0.0117175628405023
L8776	0.000845136141127197	0.238932898898815	0	0	-0.114044291337507
L8777	0.352405325648322	0.997307328883371	0	0	-0.0347968264549166
L8778	0.443010327727444	0.997307328883371	0	0	0.0387809156676752
L8779	0.64396584604973	0.998190750915127	0	0	0.0181362261877873
L8781	0.112423854802162	0.994444720585476	0	0	-0.0758675099403206
L8783	0.970542997183424	0.999260389225606	0	0	-0.00195420158433347
L8784	0.825824148163353	0.999260389225606	0	0	-0.0208810830533788
L8785	0.327263914582245	0.997307328883371	0	0	-0.0481755738433909
L8786	0.28312470835825	0.997307328883371	0	0	0.085320402707547
L8787	0.456570729593807	0.997307328883371	0	0	0.0287133280104123
L8788	0.889993759345431	0.999260389225606	0	0	0.0063108244801477
L8789	0.721260737906545	0.999019844983242	0	0	-0.0139173808772253
L8790	0.917712611602584	0.999260389225606	0	0	0.00466684744925629
L8791	0.216301085583834	0.997307328883371	0	0	-0.0511997256921688
L8792	0.524229348568706	0.997307328883371	0	0	-0.0273819309844406
L8793	0.291336958756487	0.997307328883371	0	0	-0.0334874060670075
L8794	0.920377931044643	0.999260389225606	0	0	0.00349989077063613
L8795	0.0383168642682912	0.875072096867182	0	0	0.0894157254053697
L8797	0.202796037423898	0.997307328883371	0	0	0.0310828000650891
L8798	0.58940017410557	0.998190750915127	0	0	-0.0214923968137372
L8800	0.535529314622527	0.997307328883371	0	0	0.026779456932668
L8801	0.102958780573292	0.989741420524037	0	0	0.0622388373855626
L8802	0.9357233353206	0.999260389225606	0	0	-0.00384363306944326
L8803	0.409809500320538	0.997307328883371	0	0	-0.0365675926180369
L8804	0.556514332112395	0.997307328883371	0	0	0.0341728137088228
L8805	0.390228480886203	0.997307328883371	0	0	0.0346868639800128
L8806	0.924938906539584	0.999260389225606	0	0	0.00305098080544224
L8807	0.895759908641992	0.999260389225606	0	0	0.0055029440159354
L8808	0.742594091788633	0.999019844983242	0	0	-0.0136370562689146
L8809	0.248443366857326	0.997307328883371	0	0	0.0290796135097437
L8810	0.146541018487069	0.997307328883371	0	0	-0.0611786321090928
L8811	0.384543177919956	0.997307328883371	0	0	0.0736560856111792
L8813	0.0536217564718393	0.901618875762202	0	0	0.109674351413742
L8814	0.106120765141643	0.992636713228211	0	0	0.0606618950484744
L8815	0.193900617119924	0.997307328883371	0	0	-0.0463191605989874
L8816	0.707779405051693	0.999019844983242	0	0	-0.0158939492148775
L8817	0.805913550316572	0.999260389225606	0	0	0.00916938283814436
L8818	0.285246710590896	0.997307328883371	0	0	0.029223513661414
L8819	0.426029984739359	0.997307328883371	0	0	-0.0225716074237676
L8820	0.853469012071596	0.999260389225606	0	0	-0.00808823069496673
L8821	0.175668165313017	0.997307328883371	0	0	-0.0517482537877121
L8822	0.877385659978344	0.999260389225606	0	0	0.00732127947454285
L8823	0.754434619122474	0.999019844983242	0	0	-0.0133375202421822
L8824	0.680449301324157	0.99877990475628	0	0	-0.0187734237978845
L8825	0.743366177009474	0.999019844983242	0	0	-0.00953651398222296
L8826	0.0538959499111046	0.902098933866788	0	0	-0.0654070786422216
L8827	0.608622978219954	0.998190750915127	0	0	-0.0221429852753164
L8828	0.285737521414018	0.997307328883371	0	0	0.0519520880165994
L8829	0.734577872455274	0.999019844983242	0	0	0.0145029213005368
L8830	0.762122447601971	0.999019844983242	0	0	0.00796474184665888
L8831	0.967520427777248	0.999260389225606	0	0	0.00126498622417532
L8832	0.446145680618738	0.997307328883371	0	0	-0.033713795869761
L8834	0.153118428670556	0.997307328883371	0	0	-0.0546955480147265
