SNP	PC
13074	1
13083	1
13087	2
13090	1
13092	2
13093	1
13094	2
13095	2
13098	1
13111	0
13115	0
13116	2
13120	0
13121	1
13124	1
13129	1
13132	1
13134	2
13136	1
13137	0
13138	1
13140	1
13141	0
13143	1
13144	2
13152	1
13162	1
13165	2
13166	0
13180	1
13181	2
13193	1
13194	2
13195	0
13197	0
13202	1
13203	1
13204	1
13205	1
13207	1
13209	2
13211	2
13214	2
13217	0
13218	1
13227	1
13228	1
13230	0
13235	1
13237	2
13241	1
13242	0
13243	1
13247	1
13259	1
13262	1
13264	0
13268	0
13272	1
13274	2
13275	0
13278	1
13280	0
13284	1
13288	1
13290	2
13293	1
13294	0
13298	0
13299	1
13301	1
13306	1
13307	1
13309	0
13310	1
13311	1
13312	2
13313	0
13315	1
13325	2
13327	2
13333	1
13335	1
13338	0
13350	2
13351	2
13354	1
13357	2
13358	1
13359	1
13363	1
13364	1
13373	1
13374	1
13378	2
13410	2
13412	1
13417	1
13421	2
13427	1
13429	1
13435	2
13436	2
13437	1
13445	2
13448	2
13449	2
13450	1
13458	1
13465	1
13468	1
13469	1
13476	1
13486	0
13487	1
13495	2
13497	1
13502	1
13509	2
13511	1
13518	1
13524	1
13527	2
13532	2
13534	1
13561	1
13563	1
13568	1
13574	1
13590	1
13604	0
13610	0
13616	2
13618	1
13628	1
13640	1
13644	1
13649	2
13657	1
13660	1
13668	0
13672	0
13673	1
13678	0
13679	2
13685	1
13686	1
13691	1
13695	1
13697	1
13698	1
13699	1
13704	0
13711	0
13721	2
13724	0
13725	1
13738	2
13740	0
13749	1
13751	1
13756	0
13761	1
13767	1
13768	1
13770	1
13779	1
13781	0
13788	1
13802	1
13803	0
13804	2
13808	1
13812	2
13813	2
13828	0
13838	1
13846	1
13848	0
13863	0
13867	1
13873	1
13874	2
13875	1
13882	2
13883	1
13886	2
13893	2
13898	0
13901	1
13912	1
13921	1
13925	1
13931	1
13935	1
13939	2
13946	0
13951	0
13953	1
13958	2
13978	1
13988	1
13989	1
13992	1
13996	1
13998	2
14000	2
14004	1
14014	1
14016	1
14018	0
14028	1
14029	2
14031	2
14032	0
14035	0
14037	1
14044	1
14046	1
14057	1
14058	1
14059	1
14063	1
14067	1
14068	1
14074	1
14078	1
14079	1
14080	2
14081	2
14084	1
14090	1
14091	2
14095	2
14096	2
14098	1
14101	1
14102	1
14104	2
14108	0
14110	1
14113	1
14117	1
14119	2
14123	1
14126	1
14128	1
14131	2
14137	1
14138	1
14143	1
14146	1
14155	1
14160	1
14165	0
14169	2
14170	1
14172	0
14177	1
14179	1
14186	0
14195	0
14197	1
14216	1
14218	0
14221	0
14223	1
14230	0
14233	1
14236	0
14241	1
14251	1
14257	1
14266	1
14267	1
14269	0
14270	2
14271	2
14272	1
14276	1
14278	1
14282	1
14286	1
14287	1
14293	1
14311	0
14324	2
14330	2
14331	0
14334	0
14346	1
14348	2
14349	1
14350	0
14355	0
14356	2
14358	2
14364	1
14367	0
14381	0
14382	1
14387	0
14389	0
14390	1
14402	0
14403	2
14407	0
14409	2
14417	1
14422	0
14429	1
14430	1
14458	2
14473	1
14479	2
14484	1
14485	1
14487	1
14489	0
14494	2
14498	2
14500	1
14502	1
14504	0
14506	1
14507	1
14514	1
14523	1
14524	0
14525	2
14527	1
14529	0
14530	0
14541	2
14543	1
14544	2
14546	1
14553	2
14563	1
14565	1
14570	1
14582	2
14585	2
14588	1
14589	2
14590	2
14591	2
14592	2
14597	1
14609	1
14618	1
14619	2
14621	1
14622	0
14623	1
14643	1
14645	1
14647	2
14650	1
14653	0
14654	0
14660	1
14662	1
14666	2
14672	0
14674	1
14677	1
14682	1
14691	1
14702	1
14704	1
14708	1
14714	1
14716	1
14719	1
14723	2
14724	2
14731	1
14734	1
14737	1
14741	0
14743	1
14765	1
14767	2
14769	2
14770	1
14776	1
14778	2
14783	2
14785	2
14791	1
14793	1
14794	2
14797	1
14799	1
14801	1
14802	1
14805	1
14807	1
14814	2
14815	2
14817	1
14824	1
14825	1
14827	2
14828	1
14836	2
14840	1
14854	1
14857	1
14863	0
14864	0
14868	1
14869	0
14870	1
14871	2
14874	2
14878	1
14888	1
14889	2
14896	1
14898	1
14899	2
14907	0
14910	2
14911	1
14913	0
14924	1
14927	1
14933	1
14938	1
14959	2
14964	1
14967	2
14972	1
14974	1
14977	1
14980	2
14982	0
14984	0
14989	1
14992	1
14998	1
15006	1
15012	2
15017	2
15025	1
15028	1
15034	1
15041	2
15043	1
15047	1
15048	1
15051	1
15055	2
15057	1
15059	1
15067	1
15070	1
15071	1
15074	1
15079	1
15090	0
15094	2
15099	0
15102	1
15109	1
15114	2
15118	2
15122	1
15124	2
15130	1
15131	1
15138	1
15141	1
15144	1
15147	1
15148	1
15149	2
15154	1
15155	2
15159	2
15171	0
15173	1
15180	1
15187	1
15189	1
15194	1
15196	1
15200	1
15202	2
15209	0
15210	1
15223	1
15226	1
15231	1
15233	2
15239	1
15247	1
15250	1
15256	1
15258	1
15260	1
15268	1
15271	1
15272	1
15284	2
15296	1
15308	1
15311	1
15315	0
15323	1
15324	2
15327	2
15333	1
15338	0
15341	2
15343	2
15344	0
15352	0
15354	2
15369	1
15372	1
15374	2
15380	1
15382	1
15384	1
15392	0
15401	1
15404	2
15405	2
15407	0
15409	2
15421	1
15423	1
15428	1
15433	1
15435	1
15449	0
15450	1
15451	1
15452	1
15453	1
15458	2
15465	1
15467	1
15468	1
15469	0
15475	0
15479	1
15480	2
15482	1
15489	2
15492	1
15496	2
15501	1
15502	0
15507	1
15508	1
15510	1
15515	1
15517	1
15519	1
15527	1
15536	2
15548	2
15554	1
15555	1
15556	1
15557	1
15560	1
15565	1
15571	0
15573	1
15575	0
15577	1
15578	2
15579	2
15583	2
15584	0
15585	1
15586	0
15587	2
15588	0
15590	0
15596	2
15598	1
15606	1
15608	1
15611	1
15612	1
15613	1
15616	2
15622	2
15624	1
15638	1
15642	1
15644	1
15645	2
15650	2
15651	1
15653	2
15660	1
15663	2
15666	1
15667	1
15669	1
15670	2
15672	1
15674	0
15677	2
15679	2
15681	1
15689	0
15692	2
15705	2
15708	2
15714	1
15715	2
15719	1
15722	2
15726	2
15727	1
15729	1
15732	1
15733	2
15745	1
15747	1
15751	0
15752	1
15759	1
15760	1
15761	2
15771	1
15776	1
15777	2
15786	1
15793	1
15798	1
15801	1
15802	0
15803	1
15807	2
15808	1
15815	1
15816	1
15830	1
15831	1
15851	2
15853	2
15859	2
15860	1
15862	2
15866	1
15875	1
15882	2
15888	1
15900	1
15916	2
15919	2
15943	2
15944	1
15950	1
15951	1
15952	1
15956	1
15957	1
15972	1
15973	2
15977	1
15981	2
15983	1
15986	1
15996	1
15998	1
16001	1
16005	2
16011	1
16035	1
16044	0
16053	2
16056	1
16057	0
16068	2
16070	2
16072	1
16073	1
16078	2
16086	1
16088	1
16092	1
16103	1
16105	1
16109	0
16116	2
16117	1
16134	1
16136	0
16137	1
16139	1
16140	1
16147	1
16148	1
16151	1
16152	1
16156	0
16168	0
16172	0
16182	1
16192	0
16195	1
16206	0
16209	2
16222	1
16223	0
16227	2
16228	1
16229	1
16233	1
16235	0
16243	1
16244	2
16257	2
16262	1
16264	1
16270	1
16282	1
16283	2
16284	1
16287	1
16291	1
16293	2
16294	1
16295	1
16301	1
16302	1
16309	1
16311	1
16313	2
16315	1
16320	2
16324	2
16327	2
16331	1
16345	2
16346	2
16347	0
16348	1
16352	1
16353	1
16355	1
16356	1
16366	1
16381	1
16382	1
16384	2
16387	2
16393	2
16397	1
16402	1
16411	1
16422	1
16423	1
16424	0
16429	2
16430	0
16438	1
16441	0
16445	1
16447	2
16452	1
16453	1
16455	0
16456	1
16459	2
16461	1
16462	1
16463	0
16465	1
16467	1
16475	1
16476	2
16483	1
16485	1
16486	1
16489	2
16490	0
16491	1
16495	2
16498	1
16499	2
16500	1
16501	1
16504	1
16512	1
16527	1
16535	0
16537	1
16543	1
16544	0
16545	1
16551	1
16553	1
16560	1
16568	1
16580	1
16583	1
16587	1
16594	2
16598	2
16606	1
16608	1
16615	1
16617	1
16618	1
16635	1
16638	1
16641	1
16642	1
16650	1
16654	2
16659	1
16666	2
16670	1
16681	1
16682	2
16695	1
16706	2
16707	1
16754	2
16758	0
16761	1
16764	2
16772	2
16774	1
16785	1
16786	2
16790	1
16796	0
16800	1
16801	2
16803	2
16808	1
16820	2
16824	1
16830	1
16831	1
16840	1
16841	2
16843	1
16845	1
16848	1
16852	1
16859	1
16862	2
16864	2
16867	1
16878	1
16884	1
16892	1
16894	0
16897	2
16902	1
16906	1
16908	1
16911	0
16917	1
16921	1
16931	1
16937	2
16938	1
16940	1
16944	1
16955	2
16957	2
16958	1
16959	1
16961	1
16962	1
16976	1
16978	2
16979	1
16980	1
16987	0
16989	0
16990	1
16991	2
16997	2
17000	1
17004	2
17010	1
17017	1
17020	1
17022	2
17023	2
17028	0
17032	1
17037	1
17040	2
17042	1
17046	0
17047	1
17049	2
17051	2
17058	1
17059	0
17062	0
17073	0
17074	2
17075	2
17077	2
17085	1
17086	1
17089	0
17091	2
17100	0
17101	1
17102	2
17105	0
17106	1
17115	2
17123	1
17125	1
17126	0
17127	1
17133	2
17136	1
17137	1
17148	1
17150	2
17152	1
17164	0
17167	0
17172	1
17177	1
17180	2
17182	1
17184	1
17185	2
17186	1
17187	0
17193	1
17196	1
17197	0
17202	1
17212	2
17213	1
17220	2
17224	0
17231	1
17233	1
17235	0
17237	0
17241	1
17243	1
17244	0
17250	1
17252	2
17258	0
17259	1
17262	1
17263	2
17265	1
17283	1
17285	0
17292	1
17293	2
17294	0
17295	2
17307	1
17309	2
17310	2
17315	1
17324	1
17326	1
17330	1
17352	0
17372	2
17383	1
17384	1
17387	2
17406	1
17409	1
17411	1
17413	1
17416	1
17417	2
17420	1
17423	1
17441	1
17444	0
17450	1
17460	1
17464	1
17465	2
17468	0
17479	1
17485	1
17492	0
17497	2
17500	1
17502	1
17506	1
17512	2
17515	1
17517	1
17535	1
17549	1
17551	1
17558	1
17561	1
17563	1
17567	1
17569	1
17573	1
17599	1
17602	1
17606	2
17611	1
17616	1
17624	2
17625	1
17629	1
17636	2
17647	2
17654	1
17660	1
17666	1
17667	1
17670	1
17681	1
17689	2
17690	1
17693	0
17707	1
17709	1
17712	1
17714	1
17722	0
17723	1
17727	2
17738	1
17746	2
17748	1
17749	0
17757	1
17759	1
17775	2
17780	1
17781	2
17783	1
17790	0
17794	1
17797	2
17798	1
17799	1
17800	1
17802	1
17804	0
17812	1
17818	2
17823	1
17825	0
17829	2
17833	1
17836	1
17839	0
17840	1
17845	1
17846	2
17849	1
17850	1
17858	1
17872	0
17873	2
17877	1
17879	0
17881	2
17886	0
17890	2
17891	1
17892	1
17893	1
17906	1
17916	1
17919	1
17920	1
17928	2
17929	0
17931	1
17932	0
17936	2
17942	1
17944	0
17947	0
17955	1
17956	1
17959	1
17972	1
17974	1
17983	0
17985	0
17991	2
17994	1
17995	1
17999	2
18017	2
18021	1
18026	2
18030	1
18040	1
18047	1
18050	1
18060	1
18066	1
18067	2
18080	1
18086	0
18096	1
18097	2
18099	1
18103	2
18106	1
18116	1
18117	0
18118	1
18127	1
18140	1
18146	1
18152	1
18154	1
18163	2
18164	1
18172	1
18182	2
18183	2
18198	1
18210	1
18211	1
18215	1
18218	1
18221	2
18222	2
18232	1
18238	2
18254	2
18255	2
18263	1
18264	1
18269	1
18271	2
18276	1
18281	0
18288	1
18291	1
18292	2
18295	1
18297	1
18304	1
18318	1
18327	0
18333	1
18337	1
18339	1
18355	2
18365	1
18369	1
18370	1
18376	1
18377	2
18378	0
18390	0
18391	2
18393	0
18394	1
18398	1
18404	2
18415	1
18425	1
18435	2
18436	1
18440	1
18445	1
18448	2
18456	1
18458	1
18461	1
18465	1
18473	1
18474	2
18478	0
18482	1
18484	1
18489	2
18496	1
18499	2
18500	0
18503	2
18505	2
18506	0
18509	1
18513	0
18517	1
18523	2
18524	0
18525	1
18527	2
18531	1
18533	2
18534	2
18537	0
18539	2
18543	1
18546	1
18548	1
18551	1
18553	1
18554	1
18556	1
18557	1
18558	2
18560	2
18562	1
18564	0
18571	1
18572	1
18574	1
18575	2
18577	1
18579	1
18582	0
18584	1
18597	1
18598	1
18600	1
18603	1
18607	2
18611	1
18615	1
18617	2
18621	2
18623	0
18626	2
18628	2
18631	2
18633	2
18639	1
18640	2
18642	1
18643	1
18646	1
18647	1
18649	1
18652	1
18654	1
18655	1
18686	2
18688	2
18721	2
18734	1
18736	1
18737	2
18745	0
18749	1
18751	2
18770	2
18774	0
18792	2
18804	1
18812	1
18816	1
18820	1
18830	1
18845	1
18846	1
18850	1
18851	1
18852	2
18856	1
18865	1
18878	1
18880	2
18882	1
18895	1
18896	1
18921	1
18922	0
18936	1
18961	1
18972	1
18975	0
18980	2
18983	1
18985	1
18987	1
18994	2
18997	1
19001	2
19004	1
19007	0
19014	1
19015	1
19025	1
19029	1
19030	1
19034	0
19036	1
19040	2
19041	1
19042	0
19043	0
19045	1
19048	0
19050	1
19053	1
19056	1
19058	1
19061	1
19073	1
19080	1
19081	1
19082	1
19084	2
19085	1
19088	2
19091	1
19098	1
19099	1
19111	1
19114	1
19115	1
19125	1
19127	0
19131	1
19132	1
19160	2
19164	2
19167	1
19170	1
19173	0
19178	1
19179	2
19181	1
19182	1
19184	2
19185	0
19187	1
19188	0
19194	1
19195	0
19196	1
19198	1
19199	1
19202	1
19208	1
19232	0
19238	1
19239	0
19240	1
19253	1
19259	2
19264	1
19267	0
19270	1
19274	2
19281	0
19285	1
19289	1
19299	1
19300	0
19309	0
19310	1
19313	1
19314	0
19315	1
19318	1
19322	2
19323	1
19328	1
19333	1
19334	1
19336	1
19337	0
19340	2
19341	2
19343	1
19346	1
19349	1
19355	1
19361	2
19362	1
19364	0
19366	2
19368	1
19373	2
19389	1
19398	1
19399	0
19400	1
19402	1
19404	1
19423	2
19425	0
19427	1
19429	1
19431	1
19434	2
19445	1
19452	1
19457	2
19459	2
19463	1
19471	1
19490	2
19508	1
19511	1
19516	1
19521	2
19531	1
19534	1
19540	2
19544	2
19546	1
19552	1
19562	0
19569	1
19579	1
19580	1
19581	0
19582	2
19584	0
19585	2
19588	1
19598	1
19602	1
19607	1
19609	1
19612	1
19613	1
19624	2
19630	1
19633	2
19641	0
19645	0
19648	0
19655	2
19656	0
19657	1
19658	1
19664	0
19668	1
19680	1
19684	0
19688	1
19695	1
19715	2
19725	0
19727	0
19731	0
19740	0
19749	1
19752	0
19769	1
19771	0
19772	2
19774	1
19777	2
19779	1
19782	0
19783	2
19784	0
19786	1
19788	0
19798	2
19802	1
19804	1
19805	1
19809	2
19818	1
19819	1
19820	1
19822	2
19838	1
19840	2
19841	0
19846	1
19849	1
19854	2
19860	2
19864	1
19865	0
19866	1
19870	2
19875	1
19879	2
19882	1
19884	1
19898	1
19902	2
19903	1
19905	1
19910	1
19916	1
19918	0
19919	1
19920	1
19931	1
19933	1
19934	1
19937	1
19938	2
19942	2
19943	1
19958	0
19959	1
19963	2
19971	1
19972	0
19984	1
19987	1
19999	0
20002	0
20006	2
20015	1
20018	0
20019	1
20021	1
20025	2
20030	2
20031	1
20037	0
20049	1
20053	1
20057	2
20060	1
20064	1
20068	1
20072	1
20081	2
20082	1
20087	2
20089	1
20092	2
20099	1
20105	0
20112	1
20123	1
20124	1
20126	1
20131	0
20133	1
20149	1
20158	2
20161	2
20163	1
20166	1
20167	1
20172	1
20173	1
20177	2
20184	2
20185	1
20187	1
20189	1
20195	2
20196	2
20199	1
20202	0
20212	2
20222	1
20231	2
20235	1
20237	1
20240	1
20241	1
20254	2
20271	1
20274	1
20275	2
20278	1
20286	1
20287	1
20294	1
20296	1
20305	0
20310	2
20315	1
20317	1
20318	1
20324	1
20345	2
20363	1
20370	0
20376	1
20377	1
20382	1
20389	1
20393	2
20404	2
20405	0
20407	2
20408	2
20412	1
20417	2
20423	0
20430	1
20432	1
20437	1
20438	1
20441	1
20445	1
20446	2
20452	1
20458	1
20465	1
20467	1
20473	2
20479	1
20481	2
20482	2
20488	1
20490	1
20503	1
20506	1
20507	2
20513	1
20518	1
20522	0
20523	2
20531	1
20533	2
20539	1
20541	1
20547	1
20551	2
20555	1
20557	1
20559	2
20560	2
20563	1
20573	0
20574	1
20578	2
20581	1
20586	1
20599	0
20608	2
20625	1
20630	1
20631	1
20632	2
20653	2
20681	2
20690	1
20694	0
20696	1
20699	0
20700	0
20703	1
20719	1
20726	0
20739	2
20740	1
20746	1
20765	1
20766	1
20772	1
20780	2
20781	1
20782	1
20810	1
20819	1
20822	1
20831	2
20832	1
20839	1
20840	2
20845	1
20846	0
20848	0
20853	2
20858	1
20868	2
20869	1
20874	1
20877	1
20882	1
20886	1
20890	1
20900	1
20912	1
20915	1
20920	1
20926	2
20927	1
20934	1
20939	1
20941	1
20947	1
20956	2
20957	1
20958	2
20967	1
20974	1
20981	1
20982	1
20983	1
20986	1
20996	2
21000	2
21002	1
21009	2
21014	1
21022	2
21026	1
21032	1
21034	1
21041	0
21042	1
21043	1
21046	1
21047	1
21053	1
21055	1
21057	2
21066	0
21067	1
21072	1
21076	1
21083	1
21084	1
21085	1
21092	1
21097	2
21101	1
21102	1
21105	1
21107	0
21112	2
21115	1
21118	2
21120	2
21128	1
21144	1
21145	1
21147	2
21148	1
21152	1
21158	1
21164	1
21170	1
21171	2
21177	0
21188	1
21191	1
21195	1
21197	1
21201	2
21204	1
21207	2
21217	1
21221	1
21229	1
21233	1
21235	1
21237	1
21238	1
21252	2
21254	0
21256	2
21269	2
21271	2
21273	1
21277	1
21291	1
21301	1
21302	0
21304	1
21306	1
21315	2
21327	1
21331	0
21333	0
21341	2
21350	1
21354	1
21356	1
21359	1
21373	1
21376	0
21380	1
21386	1
21387	1
21394	1
21398	1
21406	0
21408	1
21414	1
21417	0
21427	1
21431	2
21432	1
21444	2
21446	1
21454	1
21466	1
21480	0
21485	2
21488	2
21491	0
21493	1
21496	1
21497	2
21498	1
21499	2
21500	1
21509	1
21510	1
21518	1
21519	1
21523	1
21535	0
21536	2
21537	1
21538	2
21545	1
21548	2
21549	1
21550	1
21552	1
21554	1
21557	0
21558	0
21559	1
21568	1
21570	1
21572	0
21582	2
21583	1
21588	1
21590	1
21593	1
21602	1
21607	2
21610	1
21619	1
21621	1
21629	1
21630	1
21631	0
21633	1
21634	1
21635	1
21636	1
21645	0
21646	2
21648	1
21658	0
21660	1
21663	1
21664	1
21665	2
21666	2
21677	1
21686	2
21704	1
21705	1
21709	1
21722	1
21724	1
21725	1
21728	1
21740	2
21743	2
21747	1
21768	0
21772	1
21779	2
21780	1
21797	0
21811	2
21823	1
21826	1
21835	0
21843	2
21848	1
21850	1
21855	1
21862	2
21868	1
21873	1
21874	1
21877	1
21881	2
21884	0
21885	1
21887	1
21892	1
21896	1
21899	2
21901	2
21905	1
21909	2
21913	1
21932	1
21934	1
21936	1
21941	2
21942	1
21943	1
21953	0
21963	1
21976	1
21977	0
21980	2
21985	2
21991	2
21993	2
22003	1
22011	0
22016	1
22019	2
22023	1
22024	2
22026	1
22027	1
22032	1
22037	1
22043	1
22050	1
22052	1
22057	1
22072	0
22074	1
22077	2
22084	1
22085	1
22089	2
22090	0
22093	1
22097	2
22099	1
22103	2
22121	1
22122	1
22133	1
22137	1
22138	2
22145	1
22151	1
22153	1
22156	1
22167	1
22170	1
22181	1
22184	1
22190	0
22191	1
22196	1
22202	2
22216	0
22233	2
22237	1
22239	1
22240	1
22242	1
22245	0
22248	1
22249	1
22250	1
22252	2
22257	1
22266	1
22268	1
22269	2
22275	1
22288	1
22290	2
22312	0
22313	1
22325	1
22326	0
22330	1
22335	1
22349	2
22350	0
22359	1
22373	1
22375	1
22384	2
22387	1
22388	1
22389	1
22390	1
22392	1
22401	1
22411	2
22412	1
22419	0
22420	1
22422	2
22423	1
22426	0
22446	1
22448	0
22458	2
22467	1
22472	1
22478	1
22481	1
22494	2
22497	1
22502	2
22507	0
22510	0
22518	1
22524	1
22526	1
22537	2
22553	2
22565	0
22568	1
22572	0
22579	2
22580	2
22582	2
22584	2
22588	2
22589	0
22591	1
22597	2
22602	2
22603	1
22608	0
22609	2
22612	2
22617	1
22621	1
22624	2
22629	1
22630	1
22634	2
22642	1
22651	2
22653	1
22655	1
22656	2
22661	1
22662	1
22668	2
22675	1
22678	1
22680	1
22685	2
22692	1
22694	1
22695	0
22703	1
22705	1
22712	2
22714	1
22715	1
22723	1
22727	2
22728	1
22733	1
22737	1
22746	2
22750	1
22755	0
22757	2
22758	2
22760	1
22764	1
22768	2
22769	1
22774	1
22776	1
22778	1
22782	1
22783	1
22784	1
22791	1
22795	1
22799	1
22812	0
22814	1
22825	1
22829	1
22831	2
22838	0
22842	1
22858	1
22869	0
22870	1
22876	1
22889	0
22902	1
22909	1
22913	0
22915	2
22920	1
22922	2
22925	1
22932	1
22938	1
22940	1
22947	1
22948	0
22955	2
22960	1
22962	1
22963	0
22964	1
22968	2
22970	1
22971	1
22975	1
22976	1
22977	0
22988	1
22998	1
23002	2
23004	0
23009	1
23019	2
23026	1
23029	1
23033	2
23036	1
23039	0
23046	1
23050	0
23056	1
23061	1
23065	1
23067	2
23071	1
23094	1
23100	1
23109	1
23113	1
23120	1
23123	2
23126	2
23128	1
23133	0
23137	0
23142	0
23150	1
23152	1
23162	0
23170	1
23184	2
23186	1
23188	0
23191	1
23192	1
23195	1
23197	2
23198	2
23199	0
23204	0
23205	2
23207	1
23212	2
23216	1
23226	1
23227	1
23236	1
23238	1
23248	1
23254	1
23258	2
23261	0
23263	1
23269	2
23274	1
23278	1
23279	1
23282	1
23285	2
23286	0
23288	2
23293	2
23294	2
23296	0
23298	1
23300	2
23301	1
23304	1
23310	1
23312	1
23314	0
23322	1
23337	1
23350	1
23354	2
23357	1
23364	2
23367	2
23368	2
23369	2
23370	2
23371	1
23376	1
23381	0
23386	0
23394	1
23400	1
23407	1
23409	2
23410	0
23418	0
23419	2
23432	2
23433	1
23435	2
23438	1
23441	0
23444	1
23450	0
23454	2
23457	2
23459	2
23463	2
23469	1
23485	1
23491	1
23495	1
23500	1
23507	1
23509	1
23510	2
23514	1
23515	1
23516	2
23531	1
23534	0
23544	1
23550	1
23556	1
23565	2
23575	1
23581	2
23590	1
23595	2
23597	2
23598	2
23604	1
23606	1
23608	1
23609	1
23613	1
23617	1
23620	1
23631	0
23633	0
23635	1
23652	1
23660	2
23665	1
23674	0
23676	1
23677	2
23679	0
23681	0
23682	2
23688	1
23689	2
23690	1
23692	1
23700	2
23703	2
23704	2
23713	2
23717	1
23722	0
23724	1
23725	1
23726	1
23732	1
23733	1
23737	2
23742	0
23743	2
23746	2
23748	1
23752	1
23763	1
23783	1
23785	2
23786	1
23788	2
23789	1
23790	1
23791	0
23793	0
23812	0
23814	1
23817	0
23818	1
23821	1
23824	1
23825	2
23843	1
23853	1
23855	2
23859	2
23860	1
23874	2
23877	2
23882	2
23883	2
23884	1
23888	0
23892	1
23894	1
23902	2
23907	1
23908	2
23913	0
23915	1
23920	0
23926	1
23927	0
23934	1
23949	0
23950	1
23958	1
23967	0
23971	2
23972	1
23973	1
23981	1
23983	0
23989	1
24010	0
24019	1
24023	1
24032	1
24033	1
24052	1
24057	1
24059	2
24060	2
24064	2
24066	2
24077	1
24079	1
24083	1
24089	1
24090	1
24091	1
24094	1
24098	1
24111	1
24115	2
24116	1
24121	1
24122	1
24130	2
24139	2
24141	1
24143	1
24148	1
24152	1
24157	1
24165	2
24166	0
24170	2
24171	0
24174	1
24176	1
24179	1
24188	1
24189	0
24193	1
24199	2
24200	1
24201	1
24205	1
24208	2
24213	1
24214	1
24216	1
24217	1
24221	1
24226	1
24228	2
24231	1
24234	0
24236	1
24241	1
24243	2
24247	1
24248	1
24263	2
24265	1
24269	2
24279	1
24280	2
24290	0
24294	1
24296	2
24297	2
24307	1
24308	2
24310	2
24313	1
24338	1
24340	0
24344	1
24345	2
24347	1
24352	1
24354	1
24356	1
24368	1
24382	1
24412	1
24419	1
24423	2
24425	1
24432	1
24433	1
24440	2
24442	1
24446	0
24452	2
24458	1
24466	1
24486	1
24487	2
24492	2
24514	2
24522	1
24525	1
24526	1
24527	1
24528	1
24529	0
24531	1
24541	2
24543	1
24547	2
24551	1
24552	0
24556	1
24559	1
24572	1
24573	1
24575	2
24577	1
24580	1
24589	2
24596	1
24603	1
24609	0
24615	1
24616	1
24619	1
24629	1
24639	2
24649	1
24660	1
24663	0
24667	2
24672	2
24681	0
24685	1
24690	1
24692	2
24693	2
24702	1
24707	0
24710	2
24713	0
24720	1
24724	1
24729	1
24738	1
24749	0
24755	1
24765	1
24772	2
24777	2
24780	1
24791	1
24794	2
24799	1
24813	1
24819	2
24827	1
24834	1
24837	1
24839	2
24840	1
24843	1
24863	2
24864	1
24865	1
24870	1
24872	1
24875	1
24878	1
24888	2
24893	1
24907	1
24909	1
24919	1
24922	2
24933	1
24941	1
24942	1
24948	2
24952	1
24955	2
24968	0
24977	1
24978	1
24983	1
24992	1
24994	1
24995	0
25000	1
25012	1
25014	1
25015	1
25019	1
25030	2
25042	1
25044	1
25045	1
25054	1
25057	1
25058	0
25061	2
25065	1
25072	1
25079	0
25081	1
25083	1
25105	1
25113	2
25116	1
25121	1
25124	1
25131	2
25132	2
25138	1
25142	1
25145	1
25150	1
25152	2
25158	1
25162	0
25163	2
25169	1
25171	1
25176	2
25177	1
25179	1
25184	0
25192	0
25193	2
25201	1
25204	0
25212	1
25219	0
25221	1
25225	1
25226	2
25231	0
25237	1
25239	1
25242	0
25243	1
25252	2
25257	1
25264	1
25268	1
25273	0
25275	1
25284	1
25294	2
25298	1
25305	0
25311	1
25319	1
25325	0
25337	2
25343	0
25351	0
25355	1
25363	0
25376	1
25382	1
25384	1
25385	1
25393	1
25394	1
25395	0
25400	1
25405	2
25414	0
25415	2
25418	0
25419	2
25421	1
25452	1
25461	2
25462	2
25472	1
25491	1
25492	0
25493	2
25494	0
25495	0
25498	1
25501	2
25506	1
25507	1
25508	1
25512	1
25517	1
25518	1
25524	1
25543	1
25546	1
25547	1
25548	1
25558	1
25563	1
25566	2
25569	2
25574	1
25578	1
25584	2
25588	1
25593	1
25606	2
25608	1
25613	1
25615	1
25622	1
25633	1
25636	1
25637	1
25639	1
25642	2
25643	2
25644	0
25647	1
25648	0
25660	1
25669	1
25672	1
25675	1
25679	1
25692	0
25704	1
25706	1
25709	0
25711	1
25722	0
25729	1
25736	0
25744	1
25761	0
25773	1
25788	0
25791	1
25797	1
25801	0
25802	1
25806	1
25809	1
25814	2
25816	0
25817	0
25818	0
25821	0
25826	2
25828	2
25846	0
25847	0
25854	2
25867	2
25878	1
25881	1
25883	2
25885	1
25888	2
25894	2
25898	2
25904	1
25906	1
25907	1
25912	1
25917	1
25928	1
25936	1
25940	0
25950	1
25953	1
25964	0
25966	0
25968	1
25976	2
25982	1
25987	1
25992	0
25993	1
25994	1
25995	0
25999	1
26001	1
26007	1
26025	1
26033	1
26035	1
26055	1
26061	2
26064	1
26068	1
26098	1
26112	1
26123	1
26125	1
26133	2
26135	1
26137	0
26138	1
26143	2
26145	1
26147	1
26149	1
26162	1
26164	1
26170	1
26178	1
26187	1
26189	1
26193	1
26198	1
26201	1
26202	1
26205	1
26217	1
26229	1
26236	1
26237	1
26245	1
26246	1
26257	0
26267	2
26270	0
26271	1
26273	1
26275	1
26282	1
26283	1
26285	1
26288	1
26290	2
26306	2
26309	1
26317	2
26326	1
26327	1
26330	0
26333	2
26340	0
26351	1
26355	1
26356	1
26360	2
26361	1
26375	2
26376	1
26379	2
26380	0
26381	1
26382	1
26384	1
26389	1
26390	1
26396	0
26412	1
26414	1
26416	1
26419	1
26422	1
26431	1
26434	1
26436	1
26437	1
