locus_p	burn_unburnt_p	long_p	K3_p	bu_q	lo_q	K3_q	bu_outl	lo_outl	K_outl	never_outl	efs1	efs2	efs3
L19189	0.829281878831947	0.642878001632759	0.0141429233743033	0.996445102779944	0.990954035005805	0.515293317046792	0	0	0	0	0.0396465411888639	0.00963021178532918	-0.150263431678288
L19194	0.629429759332793	0.836420889621171	0.119562659467394	0.995681981444566	0.992895057514437	0.872021820166032	0	0	0	0	0.041874921979788	0.00131306318158616	-0.119548215145128
L19195	0.135294266702999	0.403253936882319	0.106083471150932	0.991462278393732	0.989426167016211	0.852209057530136	0	0	0	0	-0.00937566425068393	-0.0018122148528693	-0.148720745029411
L19196	0.062896058555646	0.028308310531416	0.823240583942914	0.991462278393732	0.635402850295053	0.949705073039009	0	0	0	0	-0.0418887156252041	0.0192098586922594	0.0171847118177342
L19197	0.191460342389826	0.693411647465247	0.262874048261802	0.991462278393732	0.992895057514437	0.946108481653743	0	0	0	0	0.0134359822909618	-0.00926099009564952	0.0685603696992879
L19202	0.500788722483312	0.718019173975582	0.712134273609735	0.992600216902284	0.992895057514437	0.946108481653743	0	0	0	0	0.0125392215515275	0.00192135183375441	0.0297157227146097
L19204	0.329100776630538	0.449813348455983	0.450526770411677	0.992600216902284	0.989426167016211	0.946108481653743	0	0	0	0	-0.0194806264304184	0.0172890385396558	-0.0712089295486031
L19205	0.813218547612969	0.674283798455559	0.426739348086707	0.996183797410054	0.992478221336947	0.946108481653743	0	0	0	0	0.0232578866017766	0.00778679644411514	-0.0738265639455418
L19207	0.827157081258914	0.447741909525448	0.392204892367198	0.996384679113094	0.989426167016211	0.946108481653743	0	0	0	0	0.0293604276318421	-0.0077990256480922	-0.0794740908359548
L19208	0.274432283082528	0.931780103917406	0.32083791087657	0.991462278393732	0.997144292221144	0.946108481653743	0	0	0	0	0.0111453004807168	-0.00634569537610562	0.0702911633153318
L19212	0.349066980332048	0.551461322682924	0.258567880143755	0.992600216902284	0.989426167016211	0.946108481653743	0	0	0	0	-0.00155437828224463	-0.000988717918854488	-0.0597896423545115
L19213	0.3480132047414	0.325070665446468	0.592075749662698	0.992600216902284	0.989426167016211	0.946108481653743	0	0	0	0	-0.00837134386851616	-0.00523872416251827	-0.0237284684401991
L19214	0.290974204643769	0.391965626762172	0.163931989326567	0.991462278393732	0.989426167016211	0.915561050791201	0	0	0	0	0.0506693193217502	-0.00684256562645988	-0.0991859673646302
L19218	0.0645758246757641	0.389323255744539	0.461467088904309	0.991462278393732	0.989426167016211	0.946108481653743	0	0	0	0	-0.0323319630125586	0.0132968455418707	-0.0390247210931436
L19219	0.211568396457597	0.600278433668538	0.841803392953102	0.991462278393732	0.989792101624227	0.951763531401383	0	0	0	0	-0.0313198476603662	0.00913071234987274	-0.00850490814398383
L19227	0.935874152395819	0.870345584101993	0.685643364210059	0.999185007410881	0.992895057514437	0.946108481653743	0	0	0	0	0.00566263686323319	0.00375453264288956	-0.0357210417444392
L19229	0.507765287726907	0.446307865579248	0.604881238791747	0.992600216902284	0.989426167016211	0.946108481653743	0	0	0	0	0.00945894983884094	0.00944369053920775	0.057949919906844
L19232	0.388897194768274	0.125780529747101	0.202042347533807	0.992600216902284	0.917480998183832	0.937166586876595	0	0	0	0	-0.0286594691807608	-0.0131674811279373	0.0717856636118344
L19238	0.766788883455138	0.566287503595694	0.795909676865522	0.996183797410054	0.989426167016211	0.948049032672379	0	0	0	0	0.00898154208773409	0.00544032944553769	-0.0184408159744264
L19239	0.71071173371613	0.575444912212729	0.645870535326518	0.996183797410054	0.989426167016211	0.946108481653743	0	0	0	0	-0.000358616306342466	0.00333116888550548	0.0258248484778468
L19240	0.565365545427059	0.868459092733581	0.269536638382731	0.992600216902284	0.992895057514437	0.946108481653743	0	0	0	0	0.035491545783843	0.00397516152390742	-0.0882590596968192
L19243	0.174432717745859	0.0605474275227246	0.0340243028553175	0.991462278393732	0.784641349252913	0.687215037621503	0	0	0	0	0.0572493916727009	0.020202508426368	-0.141859269540945
L19248	0.760483508435045	0.444968812765706	0.117554595255156	0.996183797410054	0.989426167016211	0.866833700071365	0	0	0	0	0.0622796291190358	0.0226200770124934	-0.218973802420404
L19250	0.0628634099379755	0.651860268945776	0.990230612931615	0.991462278393732	0.991411523862664	0.958733110854762	0	0	0	0	-0.0505987394539768	0.00899350324763844	0.00950007236129025
L19251	0.154023150872252	0.459078130602261	0.633497907252848	0.991462278393732	0.989426167016211	0.946108481653743	0	0	0	0	-0.0508445453711391	-0.00768611583762587	0.0525090699349435
L19256	0.942295184663906	0.402683034704023	0.0420146057706364	0.999185007410881	0.989426167016211	0.730381537686219	0	0	0	0	-0.0393460035821185	-0.0163017284060249	0.166424649997003
L19257	0.826341250310174	0.524838668020882	0.65951126366797	0.996384679113094	0.989426167016211	0.946108481653743	0	0	0	0	-0.0193647904843681	0.00756398216831343	0.0408924455949627
L19261	0.831991265201872	0.612899066436934	0.0715806566884893	0.99696531156301	0.989792101624227	0.80321801742386	0	0	0	0	0.0317793233184308	0.00018776048621183	-0.146014194968001
L19262	0.967614563323524	0.858912626078926	0.284428040035079	0.999185007410881	0.992895057514437	0.946108481653743	0	0	0	0	0.0216622693043383	0.00543697087091786	-0.0871452567864215
L19263	0.730513069392163	0.28443959673428	0.587753687493137	0.996183797410054	0.988798438898697	0.946108481653743	0	0	0	0	0.0171418836331475	-0.00839751198428306	-0.0315723090976121
L19265	0.42699597757634	0.206976644747968	0.304752736716092	0.992600216902284	0.971353070973707	0.946108481653743	0	0	0	0	0.00211302712705068	-0.01027110622922	-0.0781706756131882
L19270	0.814013108752685	0.929922658683305	0.30974618129282	0.996183797410054	0.997144292221144	0.946108481653743	0	0	0	0	0.011630277929663	0.00230880517438773	-0.068495565518255
L19274	0.774262128376688	0.746544933818757	0.496896566376873	0.996183797410054	0.992895057514437	0.946108481653743	0	0	0	0	-0.0199425264452707	0.00205562627448974	0.0496115266605552
L19277	0.414782612926799	0.0229908170095258	0.345689221791104	0.992600216902284	0.593677243299298	0.946108481653743	0	0	0	0	0.0032669632099229	-0.0223091014114806	-0.067704333745354
L19280	0.578282426177472	0.036304296400206	0.433421012454586	0.992600216902284	0.677087252263151	0.946108481653743	0	0	0	0	0.00475443419134229	-0.0147234517399454	-0.0392805521425599
L19281	0.621007494766607	0.293245165408341	0.133627965667322	0.99492562108115	0.988798438898697	0.887048002452114	0	0	0	0	0.00737274792963056	0.011305949199333	-0.0735871031187901
L19284	0.680924273655823	0.966689783936647	0.16728954616971	0.996183797410054	0.997144292221144	0.919873055199522	0	0	0	0	-0.016723788570491	-0.00629591601572228	0.118126017722691
L19286	0.953027040387132	0.745464329100979	0.851217096440853	0.999185007410881	0.992895057514437	0.951763531401383	0	0	0	0	0.000760190578539647	0.00377622254000484	-0.0125691826402236
L19289	0.533478748069406	0.0583761666964059	0.696973792772714	0.992600216902284	0.770327670246539	0.946108481653743	0	0	0	0	-0.00318673781121286	-0.0181450510792934	-0.0224033704788169
L19290	0.149126392741136	0.41556768962409	0.473530149407384	0.991462278393732	0.989426167016211	0.946108481653743	0	0	0	0	0.0441433712578874	0.00739497896685638	-0.0578522065962138
L19291	0.730222726088228	0.325869953806156	0.220531824202969	0.996183797410054	0.989426167016211	0.941245587107999	0	0	0	0	-0.00844686711632911	-0.0125189799753165	0.0752251336994143
L19295	0.0562597697645228	0.127960018834201	0.468486273703493	0.991462278393732	0.919416797421672	0.946108481653743	0	0	0	0	-0.0344109646838481	0.0189398628935732	-0.0374306924727286
L19301	0.943524552860165	0.227295189788647	0.510285662403276	0.999185007410881	0.979020334934881	0.946108481653743	0	0	0	0	-0.0130033399540973	-0.019515426609448	0.0664554306457817
L19305	0.0014252562479739	0.38539608317652	0.699961735453936	0.991462278393732	0.989426167016211	0.946108481653743	0	0	0	0	0.052435775924407	0.00243617088644753	-0.0291614520615472
L19308	0.00809586227316058	0.695111847670478	0.711695040773695	0.991462278393732	0.992895057514437	0.946108481653743	0	0	0	0	-0.057939532485821	0.00989889273463515	-0.0114793577846539
L19312	0.817744331297504	0.43053167579166	0.774732110891667	0.996384679113094	0.989426167016211	0.9461156509085	0	0	0	0	0.00166541270301806	-0.00734071037482744	-0.0188545097882266
L19316	0.0113894397941169	0.766471900830121	0.606795326974816	0.991462278393732	0.992895057514437	0.946108481653743	0	0	0	0	0.0900759128702746	-0.000560191869854575	-0.0648739409988466
L19317	0.00770300126208256	0.563995518736725	0.0331404949397288	0.991462278393732	0.989426167016211	0.684107130214801	0	0	0	0	0.0926113773522939	0.00615552592618716	-0.152485083104805
L19323	0.242953121286252	0.293625378103598	0.530745209505389	0.991462278393732	0.988798438898697	0.946108481653743	0	0	0	0	0.0568545563923873	-0.0152453056490939	-0.0655495883281479
L19325	0.868437908100693	0.132878322875763	0.372858459535791	0.997964131263931	0.924187805788064	0.946108481653743	0	0	0	0	-0.0280301726478014	0.0228783894830149	0.106915263903246
L19330	0.383116832409052	0.814251123855777	0.436553251601632	0.992600216902284	0.992895057514437	0.946108481653743	0	0	0	0	0.0418263477598589	-0.00233509431977168	-0.0697612059191912
L19331	0.661247839193702	0.552771459573815	0.556148094377532	0.996183797410054	0.989426167016211	0.946108481653743	0	0	0	0	0.0206387902559714	-0.00490098402489826	-0.0392132594102621
L19334	0.719724628131988	0.840402979753775	0.971808392806079	0.996183797410054	0.992895057514437	0.95845205776441	0	0	0	0	-0.00885592154605295	0.0028952294307275	-0.000778015444911718
L19338	0.650877080319729	0.925257848054	0.244098130437815	0.996183797410054	0.997144292221144	0.946108481653743	0	0	0	0	0.0301433705848778	0.00323907381404045	-0.082648847833486
L19339	0.98172947476619	0.378894368546466	0.547203760712154	0.999863890745166	0.989426167016211	0.946108481653743	0	0	0	0	0.0198047965696155	-0.0109999166092008	-0.0605723728282507
L19340	0.108387286504231	0.989243153593187	0.414351926505755	0.991462278393732	0.997467792458587	0.946108481653743	0	0	0	0	0.0309972032607544	-0.00639077217325261	0.0590196333375585
L19341	0.050557986881105	0.0622385577276317	0.961175767043405	0.991462278393732	0.788776739480306	0.95717300516806	0	0	0	0	-0.059306993026048	-0.0213497964438621	0.0228768004214366
L19343	0.838468279917463	0.936038068795459	0.633410921595679	0.997261580755611	0.997144292221144	0.946108481653743	0	0	0	0	-0.00412976794199405	-0.00107753553004524	0.0392554353432583
L19344	0.315727746119593	0.0663974774402213	0.651103045415184	0.992600216902284	0.798763996697079	0.946108481653743	0	0	0	0	0.00868317798711385	0.0119355739540759	0.0179490572074218
L19345	0.956956099134593	0.648856000824402	0.113963886088467	0.999185007410881	0.991333360344989	0.860496862412688	0	0	0	0	0.037359105407885	-0.000325425402442148	-0.151838594369011
L19346	0.102185906118549	0.309951349605046	0.494708354059907	0.991462278393732	0.989426167016211	0.946108481653743	0	0	0	0	-0.0219830523075668	-0.00468694161996319	-0.0324143664203961
L19347	0.27600776287748	0.317337214652204	0.653605088770108	0.991462278393732	0.989426167016211	0.946108481653743	0	0	0	0	-0.057564498602436	-0.0172917986110188	0.0710487867750518
L19349	0.457831076503722	0.419677309661239	0.764318987468806	0.992600216902284	0.989426167016211	0.946108481653743	0	0	0	0	-0.0213943842517259	0.00744413845063087	0.0199758666370855
L19352	0.0939127044863509	0.276610122986531	0.766522107379092	0.991462278393732	0.988798438898697	0.946108481653743	0	0	0	0	0.0356578344051811	0.00777845516406044	0.0109965199567318
L19353	0.610612349189104	0.29522015514321	0.606402312359865	0.993349893859039	0.988798438898697	0.946108481653743	0	0	0	0	-0.00103290268851812	-0.0145742452607572	-0.0553648138912758
L19355	0.145106001232569	0.839184298904883	0.142694560091363	0.991462278393732	0.992895057514437	0.90311659577638	0	0	0	0	0.077331232491937	-0.00111457911991694	-0.139175951193394
L19366	0.756356311043976	0.743207197497633	0.0323688356651224	0.996183797410054	0.992895057514437	0.683544131112554	0	0	0	0	-0.0342947067262642	-0.0121169071911737	0.18219964635671
L19367	0.253635499650138	0.957033179641932	0.126822082236962	0.991462278393732	0.997144292221144	0.880047217702836	0	0	0	0	-0.0686027237057078	-0.00324135705165019	0.144196412902279
L19369	0.398756833162704	0.946775089359408	0.868524548453713	0.992600216902284	0.997144292221144	0.953222385159427	0	0	0	0	-0.022171535614098	0.00175100136751476	0.0151009542271476
L19377	0.991685294282523	0.586682615066369	0.492293566438219	0.999863890745166	0.989426167016211	0.946108481653743	0	0	0	0	-0.0107976168868591	0.00296929261275396	0.0376843916598088
L19379	0.0954158743727654	0.085535477880008	0.00534996914012975	0.991462278393732	0.848286130645924	0.347196232921577	0	0	0	0	-0.0154614783388269	0.00896496090793339	0.241289500355318
L19384	0.0248624872032141	0.327566387105155	0.16948778179546	0.991462278393732	0.989426167016211	0.921887941524729	0	0	0	0	0.0429747401671654	-0.0227838010822774	0.106364666977279
L19385	0.375632339528206	0.535912870266202	0.391289040527796	0.992600216902284	0.989426167016211	0.946108481653743	0	0	0	0	0.0383422891474764	0.00780380992020713	-0.0730102319577834
L19388	0.50427800978351	0.835045498628382	0.69023534772972	0.992600216902284	0.992895057514437	0.946108481653743	0	0	0	0	0.0261873269953588	-0.00258411891794419	-0.034462837847168
L19393	0.893571487449666	0.0645692029927902	0.498543760103071	0.998615680907589	0.795196969169857	0.946108481653743	0	0	0	0	0.020745969653792	-0.0178547680811704	-0.0466676605249216
L19395	0.378269762298666	0.758363913355654	0.580062865664681	0.992600216902284	0.992895057514437	0.946108481653743	0	0	0	0	-0.0504759243593153	0.00530894834965395	0.0682174676078427
L19398	0.32567162395325	0.236314599854979	0.232462533169596	0.992600216902284	0.979020334934881	0.942392862608561	0	0	0	0	-0.000411336723631215	-0.0139422184430362	-0.152259034785161
L19404	0.82979324715487	0.531250160284654	0.0985069848603901	0.996482824687782	0.989426167016211	0.848217430605541	0	0	0	0	0.0203525290195696	0.0110286297427252	-0.11129822928212
L19409	0.670355010456647	0.48082585220765	0.721419895931239	0.996183797410054	0.989426167016211	0.946108481653743	0	0	0	0	0.0238792273454967	-0.00913626756769191	-0.0338415181007765
L19414	0.807563256318809	0.0124982085144506	0.759658156036106	0.996183797410054	0.454762424339172	0.946108481653743	0	0	0	0	0.0070571897626718	0.0482276505041584	-0.0482208507127886
L19415	0.581727476713489	0.641584073589397	0.122466129996009	0.992600216902284	0.990904448085616	0.873510420366951	0	0	0	0	-0.0547112147055046	-0.0113528795557518	0.158898605836555
L19421	0.708714769890295	0.403511802355201	0.455893715501651	0.996183797410054	0.989426167016211	0.946108481653743	0	0	0	0	-0.0226135707175177	0.00676771085699354	0.0493492118742756
L19423	0.513302386660824	0.57820852606897	0.451393293686016	0.992600216902284	0.989426167016211	0.946108481653743	0	0	0	0	0.0429201205108064	-0.00693270932656023	-0.0781658704998077
L19429	0.732586652224543	0.430205948114874	0.518219774946289	0.996183797410054	0.989426167016211	0.946108481653743	0	0	0	0	0.0388654029508964	-0.0125544275272343	-0.0823681586139159
L19430	0.432866703242618	0.504397860878608	0.363539298188312	0.992600216902284	0.989426167016211	0.946108481653743	0	0	0	0	-0.0541089362102204	-0.0129913395280252	0.11368464592786
L19431	0.67887135991944	0.0457034190540233	0.263357254401361	0.996183797410054	0.731714222865247	0.946108481653743	0	0	0	0	0.0221404228223064	0.0217050036121295	-0.0789825282748117
L19434	0.964216575088723	0.390690962485353	0.0767644096009259	0.999185007410881	0.989426167016211	0.817287499011129	0	0	0	0	0.03623382459973	-0.00434936240709801	-0.13168209660693
L19435	0.935608033030083	0.1496724735384	0.599901621572717	0.999185007410881	0.936141820518134	0.946108481653743	0	0	0	0	0.00452171547065777	0.0109221361167216	-0.0264552446301334
L19436	0.78673671322824	0.428464375303201	0.667718746493212	0.996183797410054	0.989426167016211	0.946108481653743	0	0	0	0	-0.00190304167341332	0.0114832698011614	-0.0344596004068296
L19437	0.196482978772798	0.230433597122276	0.758845631115671	0.991462278393732	0.979020334934881	0.946108481653743	0	0	0	0	0.0425019843536457	-0.0223167867728604	0.0227148447824264
L19438	0.372937859538518	0.459830841100478	0.560381588949508	0.992600216902284	0.989426167016211	0.946108481653743	0	0	0	0	0.014457402149816	0.00638211906444393	0.0519046991368079
L19439	0.922954544283547	0.564879552133305	0.574451364703512	0.999185007410881	0.989426167016211	0.946108481653743	0	0	0	0	-0.0112014126814516	-0.00796746247945614	0.0443577547400295
L19440	0.415032816778399	0.369487484477851	0.207300572225286	0.992600216902284	0.989426167016211	0.937166586876595	0	0	0	0	0.0498801517116455	-0.00832027693513976	-0.103453029379782
L19441	0.624549283537781	0.432775015257164	0.976039029867262	0.9950385300636	0.989426167016211	0.958624287727447	0	0	0	0	0.0252233793631627	-0.0166848740929623	0.000855827918517513
L19442	0.244254798066635	0.557553332045385	0.52343839621319	0.991462278393732	0.989426167016211	0.946108481653743	0	0	0	0	-0.015713051029872	-0.00200288248127025	-0.0370103625233243
L19443	0.291109185546664	0.986496770313705	0.447685977355679	0.991462278393732	0.997467792458587	0.946108481653743	0	0	0	0	-0.0121770556135435	0.00375930813761987	-0.0448271283419748
L19444	0.36530966088868	0.026683122588474	0.319232775791267	0.992600216902284	0.623656557594152	0.946108481653743	0	0	0	0	0.050220054954595	0.0366728324549779	-0.119518698337669
L19451	0.548708913070604	0.695988093044274	0.154846955654494	0.992600216902284	0.992895057514437	0.91114279596896	0	0	0	0	0.0163899540560848	0.00161078805017484	-0.146105683734483
L19452	0.489796826565019	0.3365910952925	0.120857518981536	0.992600216902284	0.989426167016211	0.873499082544856	0	0	0	0	0.00729166703864102	0.0168392847687207	-0.115062046942306
L19460	0.609943932861954	0.874677244781694	0.52130945514288	0.993349893859039	0.992895057514437	0.946108481653743	0	0	0	0	0.0279931465298374	0.00292680805465472	-0.0583647688735028
L19462	0.344774909845931	0.412061701333447	0.999575282678774	0.992600216902284	0.989426167016211	0.958766051799774	0	0	0	0	-0.020228994654876	0.00814098188227521	0.00326547355411408
L19465	0.801281859801319	0.00312634225564412	0.42148620593282	0.996183797410054	0.306095826603596	0.946108481653743	0	0	0	0	-0.0613369913351686	0.061646945530447	0.11509841158621
L19468	0.700824145793307	0.445806126593224	0.60095223031507	0.996183797410054	0.989426167016211	0.946108481653743	0	0	0	0	0.0137922874424954	0.00733415801143783	-0.0340730465051332
L19470	0.956300694825406	0.477027473614107	0.0124313783487408	0.999185007410881	0.989426167016211	0.494569797449724	0	0	0	0	-0.0281650863982201	-0.00948506819000422	0.118435837621741
L19471	0.790116400286963	0.252639575783304	0.596124343503313	0.996183797410054	0.983809915632044	0.946108481653743	0	0	0	0	0.00117438289278954	-0.0190669137695331	0.051464196240827
L19472	0.711646564775746	0.82359559280287	0.463324665470863	0.996183797410054	0.992895057514437	0.946108481653743	0	0	0	0	0.0312504153575274	-0.00139992537931752	-0.0746003278584582
L19474	0.363340797167364	0.716503854488629	0.900928415969723	0.992600216902284	0.992895057514437	0.953729025757179	0	0	0	0	-0.0205511075712568	-0.0020458243505622	0.012515360272306
L19475	0.144089924160392	0.984042946773272	0.166164276004755	0.991462278393732	0.997467792458587	0.918616016276776	0	0	0	0	0.0154934635949871	-0.0087019131654648	0.112805932334131
L19476	0.0567082799289248	0.497627149153006	0.0694195634715553	0.991462278393732	0.989426167016211	0.797936762172286	0	0	0	0	-0.01548232961985	0.0019343281371026	-0.130812412855463
L19480	0.268946942499894	0.323622420913768	0.366902141466213	0.991462278393732	0.989426167016211	0.946108481653743	0	0	0	0	-0.00808162237269661	-0.00510798097947256	-0.0513595167403275
L19483	0.150349879352149	0.618665408699241	0.508655678763818	0.991462278393732	0.989792101624227	0.946108481653743	0	0	0	0	0.0570724846976387	-0.00726126521955002	-0.0636375736289024
L19486	0.623994199504752	0.765169190962915	0.148972679990626	0.9950385300636	0.992895057514437	0.906993948128091	0	0	0	0	-0.0162548843380229	-0.0110869802640299	0.136670598731713
L19490	0.635061951783075	0.468048467281033	0.406165438399178	0.995681981444566	0.989426167016211	0.946108481653743	0	0	0	0	-0.000594478018876471	-0.0154925476570515	0.081875044447368
L19505	0.730324557794331	0.931168040391975	0.0129483454258189	0.996183797410054	0.997144292221144	0.498905461920626	0	0	0	0	0.0385787745141976	0.00538884183756358	-0.134146968359054
L19507	0.374168422617584	0.58391803335919	0.804931602477568	0.992600216902284	0.989426167016211	0.948049032672379	0	0	0	0	-0.028781204315795	0.0069789166785476	0.0223532552927713
L19509	0.606033984736199	0.929166148431427	0.683405838369772	0.993341640867463	0.997144292221144	0.946108481653743	0	0	0	0	0.0186628070450011	0.00100255503292087	-0.0304105749167464
L19512	0.0789589057832925	0.293249022342394	0.282256034472417	0.991462278393732	0.988798438898697	0.946108481653743	0	0	0	0	-0.0238581097655658	-0.00493208542137113	-0.0709417154211842
L19513	0.271359016501089	0.451440891977172	0.194273327446125	0.991462278393732	0.989426167016211	0.93522396822652	0	0	0	0	-0.00714802733719988	0.0137380076164728	-0.0874813438876896
L19519	0.0380319520197718	0.357487152805062	0.666859482575857	0.991462278393732	0.989426167016211	0.946108481653743	0	0	0	0	-0.0833907855371959	0.0168905122929174	0.0552012136079135
L19520	0.18543244573607	0.226538166479615	0.582681263841748	0.991462278393732	0.979020334934881	0.946108481653743	0	0	0	0	0.015579767307185	0.00669941207842467	0.023611317671833
L19521	0.250457792548409	0.472250226052181	0.42633475229878	0.991462278393732	0.989426167016211	0.946108481653743	0	0	0	0	0.0162990073643482	-0.011553971902598	0.0491289768222479
L19523	0.27973926270391	0.511655614172858	0.560231097673561	0.991462278393732	0.989426167016211	0.946108481653743	0	0	0	0	0.0184893925327894	-0.0104804173037681	0.0357427812704689
L19525	0.583397044002346	0.767048432170215	0.0459124663857829	0.992600216902284	0.992895057514437	0.738117957350749	0	0	0	0	0.0508796413393266	0.0081718769925414	-0.156181524204661
L19526	0.937440855697149	0.178036161995953	0.639208850417785	0.999185007410881	0.952342812485744	0.946108481653743	0	0	0	0	0.00271256475420081	0.0197386944660393	-0.0440290483129089
L19533	0.203506600689969	0.60875626226933	0.159455795841815	0.991462278393732	0.989792101624227	0.914168352613583	0	0	0	0	0.0119752692871684	-0.0160942804332506	0.127617670252519
L19534	0.435370821769857	0.453389977400277	0.296117654774277	0.992600216902284	0.989426167016211	0.946108481653743	0	0	0	0	0.0457555134754659	-0.00744129265225983	-0.0892988325095265
L19536	0.0233694301096921	0.810174375332975	0.828037136346558	0.991462278393732	0.992895057514437	0.950315202198273	0	0	0	0	-0.0937681278338372	0.00212808937317401	0.0448464248270457
L19539	0.183094259825706	0.929345707098866	0.123645199048472	0.991462278393732	0.997144292221144	0.875144040721315	0	0	0	0	0.0705939555815258	0.000885787171778916	-0.137209828529095
L19542	0.445803587351104	0.385343547768017	0.291983624870449	0.992600216902284	0.989426167016211	0.946108481653743	0	0	0	0	0.00399492739811444	-0.0163795365418828	0.0868836211644776
L19543	0.515912746207641	0.0918403227259201	0.564433598110423	0.992600216902284	0.861343099420932	0.946108481653743	0	0	0	0	-0.00995838552796946	0.0182317356941554	-0.0351764728014915
L19544	0.464605369098127	0.943883858728207	0.0197676175782294	0.992600216902284	0.997144292221144	0.576718739854013	0	0	0	0	-0.0644993133596333	-0.00476302540879573	0.186105182458062
L19545	0.974868651380185	0.7594605087876	0.465887104142205	0.999185007410881	0.992895057514437	0.946108481653743	0	0	0	0	-0.0140112849814173	0.001199870875762	0.0504095995960192
L19546	0.944129497632852	0.507675634250937	0.179263797092646	0.999185007410881	0.989426167016211	0.930148157217066	0	0	0	0	-0.0309769575118448	0.00400491025822165	0.12403265063645
L19552	0.338710661682144	0.165224197282745	0.641161781876092	0.992600216902284	0.941271695152934	0.946108481653743	0	0	0	0	0.0191078401682916	0.0187318613354088	0.0427598029361278
L19554	0.753448608482903	0.590400053777542	0.288566216800493	0.996183797410054	0.989426167016211	0.946108481653743	0	0	0	0	-0.0530278972365646	-0.0172176502330145	0.168008533646211
L19558	0.254070361642827	0.233346826503128	0.241947053361015	0.991462278393732	0.979020334934881	0.944273546188121	0	0	0	0	0.0108997989556533	-0.0168269781115312	0.0733118900240511
L19559	0.986102839572657	0.725346647069109	0.722205872513328	0.999863890745166	0.992895057514437	0.946108481653743	0	0	0	0	0.00588099627677476	0.00592058470485485	-0.0322624959706908
L19564	0.361931377846552	0.712724784576262	0.619754016096321	0.992600216902284	0.992895057514437	0.946108481653743	0	0	0	0	-0.0143113139937492	-0.000737452989716262	-0.0327223651937116
L19575	0.684643301402073	0.825046036302855	0.76965353807009	0.996183797410054	0.992895057514437	0.946108481653743	0	0	0	0	0.00809839475476011	-0.0056004303132234	0.0268248864907394
L19579	0.634912952677308	0.828536268644854	0.331322497610798	0.995681981444566	0.992895057514437	0.946108481653743	0	0	0	0	-0.00673082393644259	-0.0016455111086737	0.0784251716984924
L19581	0.139886339731898	0.389401994272219	0.160401213049898	0.991462278393732	0.989426167016211	0.914168352613583	0	0	0	0	-0.0728542433910225	-0.0124941216668198	0.136051965440419
L19583	0.317787474685456	0.86569512861768	0.593356408915828	0.992600216902284	0.992895057514437	0.946108481653743	0	0	0	0	0.0181511002479574	-0.00203700977903562	0.0386600898629028
L19588	0.944950457932479	0.638584434282252	0.13513405711456	0.999185007410881	0.990200147401388	0.891331202737231	0	0	0	0	-0.033336156549536	0.000783110238556447	0.137039738904322
L19591	0.352947678229862	0.799325753033361	0.596711653352299	0.992600216902284	0.992895057514437	0.946108481653743	0	0	0	0	0.0134601845191239	-0.00547122209931678	0.0300094626968061
L19602	0.565634082624659	0.773496789696106	0.96075185767582	0.992600216902284	0.992895057514437	0.95717300516806	0	0	0	0	-0.0259490574053256	0.00777413728432427	-0.00123921053816888
L19606	0.0724083624281066	0.625064318360665	0.882349717900903	0.991462278393732	0.989844413068385	0.953729025757179	0	0	0	0	-0.0579363497002499	0.0120608186789441	-0.0015328903242679
L19608	0.473264006010906	0.494015797106458	0.122268491856398	0.992600216902284	0.989426167016211	0.873510420366951	0	0	0	0	-0.00900811054682031	-0.0168567744247462	0.13952309563765
L19610	0.472289753224891	0.268382595004268	0.790918344547483	0.992600216902284	0.988798438898697	0.9478352514159	0	0	0	0	-0.0111934303527255	-0.0105851819462307	-0.0149462843505757
L19611	0.330783609753355	0.720310338888512	0.462536318848795	0.992600216902284	0.992895057514437	0.946108481653743	0	0	0	0	-0.0129610861082948	0.00028056439910473	-0.0577627421405179
L19618	0.0550114209074393	0.507758501191437	0.497523016508693	0.991462278393732	0.989426167016211	0.946108481653743	0	0	0	0	0.0486694213136211	-0.0161779614682948	0.0492455899758171
L19623	0.55757404192808	0.733570256676238	0.151569071125639	0.992600216902284	0.992895057514437	0.906993948128091	0	0	0	0	-0.0620622451917362	0.00108651754148311	0.160651767598235
L19630	0.394750750158173	0.767854288996679	0.387063460872753	0.992600216902284	0.992895057514437	0.946108481653743	0	0	0	0	-0.045946545286054	0.00291361660382256	0.0816456868151194
L19632	0.524608807190541	0.127388219256764	0.694688347971896	0.992600216902284	0.919416797421672	0.946108481653743	0	0	0	0	-0.0182195528996821	-0.0159403419817763	0.0338251696763683
L19638	0.384971002372918	0.841396054613293	0.993867167021685	0.992600216902284	0.992895057514437	0.958733110854762	0	0	0	0	-0.0288174856698996	0.00499950342069414	0.00526312245871193
L19643	0.200295055385676	0.549376903488815	0.957529261705124	0.991462278393732	0.989426167016211	0.95717300516806	0	0	0	0	0.043495888027905	-0.0108763042868537	-0.0127297499290755
L19645	0.959304231147972	0.24565798656645	0.932087887582763	0.999185007410881	0.982278436987327	0.955570347477004	0	0	0	0	0.0071194514718542	-0.0137499805037774	-0.00543767949580816
L19646	0.360912019530938	0.470653185587673	0.456338213344657	0.992600216902284	0.989426167016211	0.946108481653743	0	0	0	0	-0.00753149849587198	-0.00360695938672268	-0.0460816287761836
