locus	lind	pca_outl	lfmm_outl
L17358	4927	1	0
L17361	4928	1	0
L17362	4929	1	0
L17363	4930	0	0
L17365	4931	0	0
L17366	4932	0	0
L17367	4933	0	0
L17370	4934	1	0
L17381	4935	1	0
L17383	4936	0	0
L17384	4937	0	0
L17386	4938	0	0
L17387	4939	0	0
L17388	4940	0	0
L17390	4941	1	0
L17391	4942	0	0
L17396	4943	0	0
L17400	4944	1	0
L17401	4945	1	0
L17403	4946	0	0
L17407	4947	0	0
L17409	4948	1	0
L17416	4949	1	0
L17422	4950	0	0
L17424	4951	0	0
L17433	4952	0	0
L17438	4953	0	0
L17439	4954	0	0
L17442	4955	0	0
L17444	4956	0	0
L17446	4957	0	0
L17447	4958	0	0
L17448	4959	0	0
L17449	4960	1	0
L17453	4961	0	0
L17454	4962	0	0
L17458	4963	1	0
L17459	4964	0	0
L17467	4965	0	0
L17468	4966	0	0
L17469	4967	0	0
L17470	4968	1	0
L17471	4969	0	0
L17472	4970	0	0
L17474	4971	0	0
L17477	4972	0	0
L17479	4973	0	0
L17480	4974	0	0
L17494	4975	0	0
L17495	4976	0	0
L17496	4977	0	0
L17501	4978	0	0
L17504	4979	0	0
L17510	4980	0	0
L17512	4981	0	0
L17514	4982	0	0
L17516	4983	0	0
L17517	4984	0	0
L17519	4985	0	0
L17521	4986	1	0
L17524	4987	0	0
L17525	4988	0	0
L17526	4989	0	0
L17527	4990	0	0
L17531	4991	1	0
L17532	4992	1	0
L17534	4993	0	0
L17540	4994	0	0
L17542	4995	0	0
L17545	4996	1	0
L17547	4997	0	0
L17548	4998	0	0
L17550	4999	0	0
L17552	5000	0	0
L17553	5001	0	0
L17559	5002	0	0
L17565	5003	0	0
L17572	5004	1	0
L17573	5005	0	0
L17575	5006	1	0
L17577	5007	1	0
L17578	5008	0	0
L17584	5009	0	0
L17585	5010	0	0
L17588	5011	0	0
L17594	5012	0	0
L17595	5013	0	0
L17598	5014	1	0
L17603	5015	0	0
L17605	5016	0	0
L17609	5017	1	0
L17613	5018	0	0
L17615	5019	0	0
L17616	5020	0	0
L17620	5021	0	0
L17622	5022	0	0
L17627	5023	1	0
L17632	5024	0	0
L17634	5025	0	0
L17637	5026	0	0
L17638	5027	1	0
L17643	5028	0	0
L17646	5029	0	0
L17647	5030	0	0
L17649	5031	0	0
L17659	5032	0	0
L17660	5033	0	0
L17663	5034	0	0
L17665	5035	0	0
L17669	5036	0	0
L17676	5037	1	0
L17681	5038	0	0
L17682	5039	0	0
L17688	5040	0	0
L17692	5041	0	0
L17695	5042	0	0
L17699	5043	0	0
L17702	5044	0	0
L17708	5045	1	0
L17712	5046	0	0
L17719	5047	0	0
L17720	5048	1	0
L17721	5049	0	0
L17723	5050	0	0
L17724	5051	0	0
L17732	5052	0	0
L17733	5053	0	0
L17734	5054	0	0
L17735	5055	0	0
L17738	5056	0	0
L17739	5057	0	0
L17744	5058	1	0
L17745	5059	0	0
L17747	5060	0	0
L17749	5061	1	0
L17751	5062	0	0
L17752	5063	0	0
L17758	5064	0	0
L17761	5065	0	0
L17767	5066	1	0
L17771	5067	0	0
L17773	5068	1	0
L17774	5069	1	0
L17778	5070	0	0
L17789	5071	1	0
L17793	5072	1	0
L17800	5073	0	0
L17801	5074	0	0
L17803	5075	0	0
L17809	5076	0	0
L17812	5077	0	0
L17813	5078	0	0
L17815	5079	0	0
L17817	5080	0	0
L17818	5081	0	0
L17825	5082	0	0
L17826	5083	0	0
L17827	5084	1	0
L17829	5085	1	0
L17839	5086	0	0
L17841	5087	0	0
L17845	5088	0	0
L17846	5089	0	0
L17852	5090	0	0
L17860	5091	0	0
L17862	5092	0	0
L17865	5093	1	0
L17868	5094	0	0
L17870	5095	0	0
L17874	5096	0	0
L17876	5097	0	0
L17880	5098	0	0
L17881	5099	0	0
L17882	5100	1	0
L17883	5101	1	0
L17885	5102	0	0
L17887	5103	0	0
L17890	5104	0	0
L17895	5105	0	0
L17897	5106	0	0
L17898	5107	1	0
L17900	5108	0	0
L17904	5109	0	0
L17906	5110	0	0
L17912	5111	1	0
L17913	5112	0	0
L17915	5113	1	0
L17917	5114	0	0
L17922	5115	0	0
L17932	5116	0	0
L17934	5117	0	0
L17936	5118	0	0
L17940	5119	0	0
L17941	5120	0	0
L17949	5121	1	0
L17954	5122	1	0
L17955	5123	0	0
L17959	5124	1	0
L17965	5125	0	0
L17966	5126	0	0
L17967	5127	0	0
L17968	5128	0	0
L17970	5129	1	0
L17972	5130	1	0
L17975	5131	0	0
L17977	5132	0	0
L17980	5133	0	0
L17984	5134	0	0
L17985	5135	0	0
L17986	5136	0	0
L17990	5137	0	0
L17995	5138	0	0
L18008	5139	0	0
L18012	5140	0	0
L18014	5141	0	0
L18015	5142	0	0
L18017	5143	0	0
L18025	5144	1	0
L18028	5145	1	0
L18029	5146	0	0
L18033	5147	0	0
L18037	5148	1	0
L18041	5149	1	0
L18042	5150	0	0
L18046	5151	0	0
L18047	5152	0	0
L18049	5153	0	0
L18051	5154	0	0
L18052	5155	0	0
L18054	5156	0	0
L18055	5157	0	0
L18061	5158	0	0
L18062	5159	0	0
L18064	5160	0	0
L18066	5161	0	0
L18067	5162	0	0
L18071	5163	1	0
L18073	5164	0	0
L18078	5165	0	0
L18086	5166	1	0
L18089	5167	0	0
L18091	5168	0	0
L18096	5169	0	0
L18098	5170	0	0
L18102	5171	1	0
L18105	5172	0	0
L18106	5173	0	0
L18107	5174	0	0
L18109	5175	0	0
L18113	5176	0	0
L18114	5177	0	0
L18117	5178	0	0
L18120	5179	0	0
L18122	5180	0	0
L18123	5181	0	0
L18125	5182	0	0
L18132	5183	0	0
L18137	5184	1	0
L18138	5185	1	0
L18144	5186	0	0
L18145	5187	0	0
L18146	5188	1	0
L18149	5189	1	0
L18150	5190	1	0
L18153	5191	0	0
L18156	5192	1	0
L18157	5193	1	0
L18164	5194	0	0
L18165	5195	0	0
L18169	5196	0	0
L18170	5197	0	0
L18173	5198	1	0
L18176	5199	0	0
L18180	5200	1	0
L18181	5201	0	0
L18186	5202	0	0
L18188	5203	1	0
L18189	5204	0	0
L18194	5205	1	0
L18196	5206	0	0
L18197	5207	1	0
L18201	5208	0	0
L18202	5209	0	0
L18203	5210	0	0
L18211	5211	0	0
L18219	5212	0	0
L18220	5213	0	0
L18226	5214	0	0
L18228	5215	0	0
L18230	5216	0	0
L18233	5217	0	0
L18245	5218	0	0
L18254	5219	0	0
L18257	5220	0	0
L18260	5221	1	0
L18264	5222	1	0
L18269	5223	1	0
L18272	5224	0	0
L18273	5225	0	0
L18276	5226	0	0
L18282	5227	1	0
L18284	5228	1	0
L18287	5229	1	0
L18288	5230	1	0
L18290	5231	0	0
L18291	5232	0	0
L18293	5233	0	0
L18300	5234	0	0
L18310	5235	1	0
L18311	5236	0	0
L18313	5237	0	0
L18321	5238	0	0
L18327	5239	1	0
L18328	5240	1	0
L18330	5241	0	0
L18338	5242	0	0
L18341	5243	1	0
L18346	5244	0	0
L18348	5245	0	0
L18350	5246	0	0
L18352	5247	0	0
L18355	5248	0	0
L18356	5249	0	0
L18359	5250	0	0
L18365	5251	0	0
L18366	5252	0	0
L18367	5253	0	0
L18369	5254	0	0
L18370	5255	0	0
L18371	5256	0	0
L18373	5257	0	0
L18378	5258	0	0
L18381	5259	1	0
L18385	5260	0	0
L18391	5261	0	0
L18395	5262	0	0
L18397	5263	0	0
L18399	5264	0	0
L18407	5265	1	0
L18410	5266	0	0
L18413	5267	1	0
L18414	5268	0	0
L18420	5269	1	0
L18422	5270	0	0
L18423	5271	0	0
L18424	5272	0	0
L18425	5273	0	0
L18431	5274	0	0
L18433	5275	1	0
L18435	5276	0	0
L18436	5277	0	0
L18437	5278	0	0
L18441	5279	1	0
L18443	5280	0	0
L18444	5281	1	0
L18445	5282	1	0
L18452	5283	0	0
L18459	5284	0	0
L18460	5285	0	0
L18462	5286	0	0
L18463	5287	0	0
L18464	5288	0	0
L18468	5289	0	0
L18469	5290	0	0
L18475	5291	0	0
L18477	5292	0	0
L18483	5293	1	0
L18486	5294	0	0
L18490	5295	1	0
L18491	5296	1	0
L18499	5297	1	0
L18500	5298	1	0
L18501	5299	0	0
L18503	5300	1	0
L18506	5301	1	0
L18508	5302	1	0
L18509	5303	0	0
L18511	5304	0	0
L18512	5305	0	0
L18515	5306	0	0
L18519	5307	0	0
L18522	5308	1	0
L18523	5309	0	0
L18525	5310	1	0
L18527	5311	0	0
L18529	5312	1	0
L18530	5313	1	0
L18531	5314	1	0
L18532	5315	1	0
L18537	5316	0	0
L18538	5317	0	0
L18541	5318	1	0
L18542	5319	1	0
L18547	5320	0	0
L18549	5321	1	0
L18556	5322	0	0
L18558	5323	0	0
L18560	5324	0	0
L18562	5325	0	0
L18565	5326	1	0
L18566	5327	0	0
L18567	5328	0	0
L18569	5329	0	0
L18570	5330	1	0
L18572	5331	0	0
L18575	5332	1	1
L18578	5333	0	0
L18579	5334	0	0
L18583	5335	0	0
L18584	5336	0	0
L18585	5337	1	0
L18587	5338	1	0
L18589	5339	0	0
L18590	5340	0	0
L18594	5341	0	0
L18595	5342	0	0
L18600	5343	1	0
L18602	5344	0	0
L18603	5345	0	0
L18607	5346	0	0
L18608	5347	0	0
L18609	5348	0	0
L18612	5349	0	0
L18613	5350	0	0
L18614	5351	1	0
L18619	5352	0	0
L18620	5353	0	0
L18623	5354	0	0
L18624	5355	0	0
L18625	5356	0	0
L18628	5357	0	0
L18629	5358	0	0
L18634	5359	0	0
L18635	5360	0	0
L18639	5361	0	0
L18641	5362	0	0
L18659	5363	0	0
L18660	5364	0	0
L18662	5365	0	0
L18665	5366	0	0
L18666	5367	0	0
L18668	5368	0	0
L18676	5369	0	0
L18678	5370	0	0
L18679	5371	0	0
L18691	5372	0	0
L18694	5373	1	0
L18695	5374	1	0
L18698	5375	0	0
L18706	5376	0	0
L18708	5377	1	0
L18717	5378	0	0
L18718	5379	0	0
L18720	5380	1	0
L18733	5381	0	0
L18734	5382	0	0
L18742	5383	0	0
L18744	5384	0	0
L18746	5385	0	0
L18747	5386	0	0
L18751	5387	0	0
L18757	5388	0	0
L18759	5389	0	0
L18761	5390	0	0
L18763	5391	0	0
L18764	5392	1	0
L18771	5393	0	0
L18777	5394	0	0
L18778	5395	1	0
L18780	5396	0	0
L18781	5397	0	0
L18783	5398	0	0
L18784	5399	0	0
L18788	5400	0	0
L18789	5401	0	0
L18792	5402	0	0
L18795	5403	0	0
L18798	5404	0	0
L18800	5405	1	0
L18801	5406	0	0
L18805	5407	1	0
L18807	5408	0	0
L18808	5409	0	0
L18815	5410	1	0
L18817	5411	0	0
L18820	5412	1	0
L18821	5413	0	0
L18826	5414	0	0
L18828	5415	0	0
L18831	5416	1	0
L18832	5417	0	0
L18833	5418	0	0
L18837	5419	0	0
L18842	5420	1	0
L18857	5421	0	0
L18859	5422	1	0
L18861	5423	0	0
L18863	5424	0	0
L18864	5425	1	0
L18869	5426	0	0
L18874	5427	0	0
L18876	5428	0	0
L18882	5429	0	0
L18886	5430	0	0
L18893	5431	0	0
L18894	5432	0	0
L18895	5433	0	0
L18897	5434	0	0
L18899	5435	0	0
L18905	5436	0	0
L18907	5437	1	0
L18908	5438	0	0
L18910	5439	0	0
L18911	5440	0	0
L18914	5441	0	0
L18915	5442	0	0
L18920	5443	0	0
L18922	5444	0	0
L18928	5445	0	0
L18929	5446	1	0
L18930	5447	0	0
L18932	5448	0	0
L18935	5449	0	0
L18936	5450	1	0
L18937	5451	1	0
L18940	5452	1	0
L18941	5453	1	0
L18944	5454	0	0
L18946	5455	0	0
L18948	5456	1	0
L18951	5457	0	0
L18965	5458	0	0
L18969	5459	1	0
L18972	5460	1	0
L18979	5461	0	0
L18980	5462	1	0
L18983	5463	0	0
L18985	5464	0	0
L18988	5465	0	0
L18989	5466	0	0
L18991	5467	0	0
L18996	5468	0	0
L18998	5469	0	0
L18999	5470	0	0
L19000	5471	0	0
L19002	5472	0	0
L19006	5473	0	0
L19007	5474	0	0
L19008	5475	0	0
L19011	5476	0	0
L19014	5477	0	0
L19015	5478	0	0
L19017	5479	1	0
L19018	5480	0	0
L19019	5481	0	0
L19024	5482	0	0
L19025	5483	1	0
L19030	5484	0	0
L19033	5485	0	0
L19034	5486	0	0
L19035	5487	0	0
L19040	5488	0	0
L19042	5489	0	0
L19043	5490	0	0
L19044	5491	0	0
L19050	5492	0	0
L19051	5493	0	0
L19056	5494	0	0
L19057	5495	0	0
L19060	5496	0	0
L19064	5497	1	0
L19071	5498	1	0
L19074	5499	1	0
L19076	5500	0	0
L19077	5501	0	0
L19079	5502	0	0
L19081	5503	0	0
L19083	5504	1	0
L19085	5505	0	0
L19091	5506	0	0
L19095	5507	0	0
L19097	5508	0	0
L19102	5509	0	0
L19103	5510	0	0
L19105	5511	0	0
L19106	5512	0	0
L19107	5513	1	0
L19108	5514	0	0
L19111	5515	1	0
L19116	5516	0	0
L19121	5517	0	0
L19122	5518	1	0
L19124	5519	1	0
L19125	5520	0	0
L19129	5521	0	0
L19131	5522	1	0
L19132	5523	0	0
L19134	5524	0	0
L19140	5525	0	0
L19144	5526	0	0
L19149	5527	0	0
L19150	5528	0	0
L19152	5529	1	0
L19156	5530	0	0
L19159	5531	0	0
L19161	5532	1	0
L19163	5533	1	0
L19165	5534	0	0
L19166	5535	0	0
L19168	5536	0	0
L19172	5537	0	0
L19178	5538	0	0
L19181	5539	1	0
L19182	5540	0	0
L19183	5541	0	0
L19184	5542	0	0
L19186	5543	0	0
L19187	5544	0	0
L19189	5545	0	0
L19194	5546	0	0
L19195	5547	1	0
L19196	5548	0	0
L19197	5549	0	0
L19202	5550	1	0
L19204	5551	0	0
L19205	5552	0	0
L19207	5553	0	0
L19208	5554	0	0
L19212	5555	0	0
L19213	5556	0	0
L19214	5557	0	0
L19218	5558	0	0
L19219	5559	0	0
L19227	5560	0	0
L19229	5561	1	0
L19232	5562	0	0
L19238	5563	0	0
L19239	5564	0	0
L19240	5565	0	0
L19243	5566	0	0
L19248	5567	0	0
L19250	5568	0	0
L19251	5569	0	0
L19256	5570	0	0
L19257	5571	0	0
L19261	5572	1	0
L19262	5573	1	0
L19263	5574	0	0
L19265	5575	0	0
L19270	5576	1	0
L19274	5577	1	0
L19277	5578	0	0
L19280	5579	0	0
L19281	5580	1	0
L19284	5581	0	0
L19286	5582	1	0
L19289	5583	1	0
L19290	5584	1	0
L19291	5585	0	0
L19295	5586	1	0
L19301	5587	0	0
L19305	5588	1	0
L19308	5589	1	0
L19312	5590	0	0
L19316	5591	1	0
L19317	5592	0	0
L19323	5593	1	0
L19325	5594	0	0
L19330	5595	0	0
L19331	5596	1	0
L19334	5597	0	0
L19338	5598	0	0
L19339	5599	0	0
L19340	5600	0	0
L19341	5601	1	0
L19343	5602	0	0
L19344	5603	0	0
L19345	5604	0	0
L19346	5605	0	0
L19347	5606	1	0
L19349	5607	0	0
L19352	5608	0	0
L19353	5609	0	0
L19355	5610	1	0
L19366	5611	1	0
L19367	5612	0	0
L19369	5613	0	0
L19377	5614	0	0
L19379	5615	0	0
L19384	5616	0	0
L19385	5617	0	0
L19388	5618	0	0
L19393	5619	0	0
L19395	5620	1	0
L19398	5621	0	0
L19404	5622	0	0
L19409	5623	0	0
L19414	5624	0	0
L19415	5625	0	0
L19421	5626	0	0
L19423	5627	0	0
L19429	5628	0	0
L19430	5629	1	0
L19431	5630	0	0
L19434	5631	0	0
L19435	5632	1	0
L19436	5633	0	0
L19437	5634	0	0
L19438	5635	1	0
L19439	5636	1	0
L19440	5637	0	0
L19441	5638	0	0
L19442	5639	1	0
L19443	5640	0	0
L19444	5641	0	0
L19451	5642	0	0
L19452	5643	0	0
L19460	5644	1	0
L19462	5645	0	0
L19465	5646	0	0
L19468	5647	1	0
L19470	5648	1	0
L19471	5649	0	0
L19472	5650	0	0
L19474	5651	0	0
L19475	5652	0	0
L19476	5653	0	0
L19480	5654	0	0
L19483	5655	0	0
L19486	5656	0	0
L19490	5657	0	0
L19505	5658	0	0
L19507	5659	0	0
L19509	5660	0	0
L19512	5661	0	0
L19513	5662	0	0
L19519	5663	1	0
L19520	5664	0	0
L19521	5665	1	0
L19523	5666	0	0
L19525	5667	0	0
L19526	5668	1	0
L19533	5669	0	0
L19534	5670	0	0
L19536	5671	0	0
L19539	5672	1	0
L19542	5673	0	0
L19543	5674	1	0
L19544	5675	1	0
L19545	5676	1	0
L19546	5677	0	0
L19552	5678	0	0
L19554	5679	0	0
L19558	5680	1	0
L19559	5681	1	0
L19564	5682	0	0
L19575	5683	0	0
L19579	5684	0	0
L19581	5685	0	0
L19583	5686	1	0
L19588	5687	0	0
L19591	5688	0	0
L19602	5689	0	0
L19606	5690	0	0
L19608	5691	0	0
L19610	5692	0	0
L19611	5693	1	0
L19618	5694	1	0
L19623	5695	1	0
L19630	5696	0	0
L19632	5697	1	0
L19638	5698	0	0
L19643	5699	0	0
L19645	5700	0	0
L19646	5701	1	0
L19651	5702	0	0
L19655	5703	0	0
L19657	5704	0	0
L19658	5705	0	0
L19660	5706	0	0
L19661	5707	1	0
L19662	5708	0	0
L19663	5709	0	0
L19665	5710	0	0
L19666	5711	0	0
L19669	5712	0	0
L19674	5713	0	0
L19675	5714	0	0
L19676	5715	0	0
L19679	5716	0	0
L19682	5717	0	0
L19692	5718	0	0
L19693	5719	0	0
L19695	5720	0	0
L19697	5721	1	0
L19698	5722	1	0
L19700	5723	0	0
L19706	5724	1	0
L19708	5725	1	0
L19711	5726	1	0
L19719	5727	1	0
L19720	5728	0	0
L19721	5729	0	0
L19723	5730	0	0
L19726	5731	1	0
L19728	5732	0	0
L19730	5733	1	0
L19731	5734	1	0
L19734	5735	0	0
L19739	5736	0	0
L19747	5737	1	0
L19748	5738	0	0
L19749	5739	0	0
L19755	5740	1	0
L19757	5741	0	0
L19758	5742	0	0
L19760	5743	1	0
L19766	5744	0	0
L19768	5745	0	0
L19772	5746	0	0
L19773	5747	1	0
L19778	5748	0	0
L19779	5749	0	0
L19783	5750	0	0
L19784	5751	0	0
L19787	5752	0	0
L19790	5753	0	0
L19799	5754	0	0
L19800	5755	0	0
L19802	5756	1	0
L19803	5757	0	0
L19807	5758	1	0
L19812	5759	0	0
L19819	5760	0	0
L19824	5761	1	0
L19827	5762	1	0
L19835	5763	0	0
L19849	5764	0	0
L19850	5765	0	0
L19856	5766	1	0
L19858	5767	1	0
L19859	5768	0	0
L19869	5769	0	0
L19874	5770	1	0
L19876	5771	0	0
L19878	5772	0	0
L19881	5773	0	0
L19883	5774	0	0
L19888	5775	0	0
L19891	5776	0	0
L19895	5777	0	0
L19897	5778	0	0
L19901	5779	0	0
L19903	5780	0	0
L19904	5781	0	0
L19916	5782	0	0
L19923	5783	0	0
L19925	5784	0	0
L19926	5785	0	0
L19934	5786	0	0
L19937	5787	1	0
L19938	5788	0	0
L19939	5789	0	0
L19945	5790	1	0
L19948	5791	0	0
L19949	5792	0	0
L19950	5793	0	0
L19951	5794	0	0
L19952	5795	0	0
L19953	5796	0	0
L19954	5797	1	0
L19956	5798	0	0
L19958	5799	0	0
L19959	5800	0	0
L19961	5801	1	0
L19962	5802	0	0
L19965	5803	0	0
L19966	5804	0	0
L19967	5805	0	0
L19968	5806	0	0
L19972	5807	0	0
L19974	5808	0	0
L19979	5809	1	0
L19984	5810	0	0
L19987	5811	0	0
L19990	5812	1	0
L19994	5813	0	0
L19996	5814	0	0
L19999	5815	1	0
L20002	5816	0	0
L20004	5817	0	0
L20011	5818	0	0
L20012	5819	0	0
L20017	5820	0	0
L20018	5821	0	0
L20021	5822	1	0
L20028	5823	0	0
L20030	5824	0	0
L20032	5825	0	0
L20036	5826	1	0
L20039	5827	0	0
L20040	5828	0	0
L20051	5829	0	0
L20056	5830	1	0
L20058	5831	0	0
L20060	5832	0	0
L20061	5833	0	0
L20062	5834	0	0
L20064	5835	0	0
L20065	5836	0	0
L20067	5837	0	0
L20069	5838	0	0
L20074	5839	1	0
L20076	5840	1	0
L20084	5841	0	0
L20085	5842	0	0
L20092	5843	0	0
L20095	5844	0	0
L20104	5845	0	0
L20106	5846	0	0
L20107	5847	0	0
L20110	5848	0	0
L20119	5849	0	0
L20122	5850	1	0
L20127	5851	0	0
L20130	5852	0	0
L20136	5853	0	0
L20138	5854	1	0
L20141	5855	0	0
L20143	5856	1	0
L20144	5857	1	0
L20149	5858	1	0
L20154	5859	0	0
L20158	5860	0	0
L20160	5861	0	0
L20164	5862	1	0
L20165	5863	0	0
L20170	5864	1	0
L20171	5865	0	0
L20173	5866	0	0
L20175	5867	0	0
L20178	5868	0	0
L20183	5869	1	0
L20186	5870	0	0
L20189	5871	0	0
L20193	5872	0	0
L20195	5873	0	0
L20196	5874	0	0
L20197	5875	1	0
L20199	5876	0	0
L20200	5877	0	0
L20204	5878	0	0
L20205	5879	1	0
L20206	5880	0	0
L20213	5881	0	0
L20215	5882	1	0
L20218	5883	1	0
L20224	5884	0	0
L20226	5885	0	0
L20227	5886	0	0
L20232	5887	1	0
L20236	5888	0	0
L20239	5889	0	0
L20240	5890	1	0
L20241	5891	0	0
L20243	5892	0	0
L20244	5893	0	0
L20255	5894	0	0
L20256	5895	0	0
L20257	5896	0	0
L20262	5897	0	0
L20272	5898	0	0
L20274	5899	0	0
L20275	5900	1	0
L20278	5901	0	0
L20281	5902	0	0
L20283	5903	1	0
L20287	5904	1	0
L20288	5905	0	0
L20290	5906	0	0
L20292	5907	0	0
L20298	5908	0	0
L20303	5909	1	0
L20308	5910	0	0
L20311	5911	0	0
L20313	5912	1	0
L20318	5913	0	0
L20320	5914	0	0
L20322	5915	0	0
L20324	5916	0	0
L20327	5917	0	0
L20328	5918	1	0
L20334	5919	0	0
L20336	5920	0	0
L20340	5921	0	0
L20341	5922	1	0
L20342	5923	0	0
L20351	5924	0	0
L20352	5925	0	0
L20355	5926	1	0
L20359	5927	0	0
L20360	5928	1	0
L20362	5929	1	0
L20364	5930	0	0
L20374	5931	0	0
L20376	5932	0	0
L20380	5933	0	0
L20384	5934	0	0
L20391	5935	0	0
L20395	5936	1	0
L20396	5937	1	0
L20400	5938	1	0
L20405	5939	0	0
L20407	5940	0	0
L20408	5941	0	0
L20412	5942	1	0
L20413	5943	0	0
L20417	5944	0	0
L20421	5945	1	0
L20422	5946	1	0
L20424	5947	0	0
L20427	5948	0	0
L20428	5949	1	0
L20434	5950	1	0
L20439	5951	0	0
L20444	5952	0	0
L20449	5953	0	0
L20453	5954	1	0
L20456	5955	0	0
L20457	5956	0	0
L20459	5957	0	0
L20460	5958	1	0
L20465	5959	0	0
L20466	5960	1	0
L20470	5961	1	0
L20471	5962	0	0
L20474	5963	0	0
L20478	5964	1	0
L20484	5965	0	0
L20485	5966	0	0
L20487	5967	1	0
L20492	5968	0	0
L20497	5969	0	0
L20498	5970	0	0
L20506	5971	1	0
L20507	5972	0	0
L20508	5973	0	0
L20512	5974	1	0
L20513	5975	0	0
L20514	5976	0	0
L20516	5977	1	0
L20518	5978	0	0
L20520	5979	1	0
L20521	5980	0	0
L20523	5981	0	0
L20525	5982	0	0
L20526	5983	0	0
L20527	5984	1	0
L20533	5985	1	0
L20534	5986	1	0
L20535	5987	0	0
L20537	5988	0	0
L20538	5989	0	0
L20539	5990	0	0
L20540	5991	0	0
L20541	5992	1	0
L20547	5993	0	0
L20548	5994	0	0
L20551	5995	0	0
L20552	5996	0	0
L20553	5997	0	0
L20554	5998	1	0
L20557	5999	0	0
L20563	6000	0	0
L20567	6001	0	0
L20568	6002	0	0
L20570	6003	0	0
L20574	6004	0	0
L20575	6005	0	0
L20580	6006	0	0
L20582	6007	0	0
L20583	6008	0	0
L20587	6009	1	0
L20588	6010	0	0
L20589	6011	1	0
L20590	6012	1	0
L20593	6013	0	0
L20594	6014	0	0
L20596	6015	0	0
L20598	6016	0	0
L20600	6017	0	0
L20605	6018	0	0
L20606	6019	0	0
L20607	6020	0	0
L20610	6021	0	0
L20614	6022	0	0
L20620	6023	0	0
L20625	6024	1	0
L20626	6025	0	0
L20628	6026	0	0
L20633	6027	0	0
L20635	6028	0	0
L20638	6029	0	0
L20640	6030	0	0
L20645	6031	1	0
L20648	6032	1	0
L20650	6033	0	0
L20651	6034	0	0
L20656	6035	0	0
L20657	6036	0	0
L20658	6037	1	0
L20661	6038	0	0
L20665	6039	1	0
L20672	6040	1	0
L20678	6041	0	0
L20681	6042	0	0
L20684	6043	1	0
L20686	6044	0	0
L20687	6045	0	0
L20690	6046	0	0
L20695	6047	1	0
L20702	6048	0	0
L20708	6049	0	0
L20710	6050	1	0
L20719	6051	0	0
L20723	6052	1	0
L20726	6053	0	0
L20730	6054	1	0
L20733	6055	1	0
L20734	6056	0	0
L20746	6057	0	0
L20747	6058	0	0
L20749	6059	0	0
L20753	6060	0	0
L20756	6061	0	0
L20759	6062	0	0
L20763	6063	0	0
L20773	6064	0	0
L20778	6065	0	0
L20779	6066	0	0
L20780	6067	0	0
L20783	6068	1	0
L20790	6069	1	0
L20793	6070	0	0
L20794	6071	0	0
L20797	6072	1	0
L20798	6073	1	0
L20800	6074	0	0
L20801	6075	0	0
L20803	6076	0	0
L20804	6077	0	0
L20807	6078	0	0
L20812	6079	0	0
L20815	6080	0	0
L20820	6081	0	0
L20825	6082	0	0
L20826	6083	0	0
L20829	6084	1	0
L20833	6085	0	0
L20834	6086	0	0
L20835	6087	0	0
L20842	6088	0	0
L20845	6089	0	0
L20846	6090	0	0
L20850	6091	1	0
L20851	6092	0	0
L20853	6093	1	0
L20855	6094	0	0
L20856	6095	1	0
L20857	6096	0	0
L20860	6097	0	0
L20861	6098	0	0
L20862	6099	0	0
L20864	6100	0	0
L20865	6101	0	0
L20869	6102	0	0
L20875	6103	0	0
L20878	6104	0	0
L20881	6105	0	0
L20885	6106	0	0
L20887	6107	0	0
L20889	6108	0	0
L20892	6109	1	0
L20893	6110	0	0
L20895	6111	1	0
L20897	6112	0	0
L20901	6113	0	0
L20902	6114	0	0
L20903	6115	0	0
L20905	6116	0	0
L20907	6117	0	0
L20912	6118	0	0
L20913	6119	0	0
L20914	6120	0	0
L20915	6121	0	0
L20917	6122	0	0
L20918	6123	0	0
L20932	6124	1	0
L20933	6125	1	0
L20934	6126	0	0
L20937	6127	0	0
L20939	6128	0	0
L20941	6129	0	0
L20944	6130	0	0
L20945	6131	0	0
L20946	6132	0	0
L20948	6133	0	0
L20950	6134	0	0
L20952	6135	0	0
L20953	6136	0	0
L20956	6137	0	0
L20962	6138	0	0
L20965	6139	0	0
L20968	6140	0	0
L20969	6141	0	0
L20970	6142	0	0
L20973	6143	0	0
L20975	6144	0	0
L20978	6145	0	0
L20983	6146	1	0
L20984	6147	0	0
L20986	6148	1	0
L20987	6149	0	0
L20990	6150	0	0
L20992	6151	0	0
L20995	6152	0	0
L20998	6153	0	0
L20999	6154	1	0
L21001	6155	0	0
L21004	6156	1	0
L21009	6157	0	0
L21012	6158	0	0
L21013	6159	0	0
L21025	6160	0	0
L21026	6161	0	0
L21027	6162	0	0
L21031	6163	0	0
L21032	6164	0	0
L21035	6165	0	0
L21036	6166	0	0
L21039	6167	1	0
L21040	6168	0	0
L21044	6169	0	0
L21045	6170	0	0
L21056	6171	0	0
L21070	6172	1	0
L21080	6173	0	0
L21081	6174	0	0
L21082	6175	1	0
L21083	6176	0	0
L21085	6177	0	0
L21087	6178	0	0
L21090	6179	0	0
L21096	6180	0	0
L21097	6181	0	0
L21098	6182	0	0
L21099	6183	0	0
L21104	6184	1	0
L21108	6185	1	0
L21112	6186	1	0
L21114	6187	0	0
L21121	6188	0	0
L21125	6189	0	0
L21128	6190	0	0
L21131	6191	0	0
L21133	6192	0	0
L21134	6193	1	0
L21135	6194	1	0
L21137	6195	1	0
L21139	6196	0	0
